93.372	10798	Human parvovirus B19	no rank
94.086	32604	Human betaherpesvirus 6B	no rank
52.129	511145	Escherichia coli str. K-12 substr. MG1655	no rank
10.057	1891762	Betapolyomavirus hominis	species
94.095	10255	Variola virus	no rank
93.770	10632	JC polyomavirus	no rank
94.304	10298	Human alphaherpesvirus 1	no rank
18.957	68416	Woolly monkey hepatitis B virus	no rank
93.149	10407	Hepatitis B virus	no rank
40.649	72197	Human erythrovirus V9	species
95.045	9606	Homo sapiens	species
11.036	1891758	Betapolyomavirus secuchlopygerythrus	species
13.688	1236400	Pan troglodytes troglodytes polyomavirus 1	species
14.594	1762023	Pan troglodytes verus polyomavirus 8	no rank
25.682	2163996	Capuchin monkey hepatitis B virus	no rank
