2	1	root	no rank
451	9606	Homo sapiens	species
3548	10255	Variola virus	no rank
1973	10298	Human alphaherpesvirus 1	no rank
4	10405	Orthohepadnavirus	genus
51	10407	Hepatitis B virus	no rank
78	10632	JC polyomavirus	no rank
106	10798	Human parvovirus B19	no rank
2694	32604	Human betaherpesvirus 6B	no rank
3	40121	Erythroparvovirus	genus
1	140410	Peduovirus	genus
13497	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	537009	Stygiolobus rod-shaped virus	no rank
2	1891714	Betapolyomavirus	genus
1	2480172	Cragig virus 1	species
