944	0	NA	NA
5215	10255	Variola virus	no rank
4286	10298	Human alphaherpesvirus 1	no rank
88	10407	Hepatitis B virus	no rank
139	10632	JC polyomavirus	no rank
1	10679	Peduovirus P2	species
140	10798	Human parvovirus B19	no rank
2	10868	Escherichia phage If1	no rank
1	1236395	Betapolyomavirus cercopitheci	species
2	140410	Peduovirus	genus
16	1634488	Mongoose feces-associated gemycircularvirus c	no rank
4	1649240	Escherichia phage pro483	no rank
15	1673681	Gemycircularvirus C1c	no rank
1	1891758	Betapolyomavirus secuchlopygerythrus	species
4	1912759	Equus caballus papillomavirus 8	serotype
1	1985415	Human associated gemyvongvirus 1	no rank
25	2004486	Bovine associated gemykibivirus 1	no rank
26	2057942	Pleurochrysis carterae circular virus	species
1	2163996	Capuchin monkey hepatitis B virus	no rank
11	2576222	Bat gemycircularvirus	no rank
4	2681594	Escherichia phage P2	no rank
1	2786389	ssRNA phage SRR5466337_3	no rank
7	2786405	ssRNA phage SRR5466369_2	no rank
10	2844583	Gemykibivirus humas3	species
4452	32604	Human betaherpesvirus 6B	no rank
22606	511145	Escherichia coli str. K-12 substr. MG1655	no rank
2	562	Escherichia coli	species
1	68416	Woolly monkey hepatitis B virus	no rank
8	72197	Human erythrovirus V9	species
756	9606	Homo sapiens	species
