9216	0	NA	NA
51835	10255	Variola virus	no rank
42632	10298	Human alphaherpesvirus 1	no rank
1	10406	Ground squirrel hepatitis virus	no rank
847	10407	Hepatitis B virus	no rank
1367	10632	JC polyomavirus	no rank
1	10679	Peduovirus P2	species
1450	10798	Human parvovirus B19	no rank
14	10868	Escherichia phage If1	no rank
8	1236395	Betapolyomavirus cercopitheci	species
18	1236400	Pan troglodytes troglodytes polyomavirus 1	species
11	1286214	Yellow baboon polyomavirus 2	no rank
7	140410	Peduovirus	genus
1	1588764	Gemycircularvirus SL1	no rank
201	1634488	Mongoose feces-associated gemycircularvirus c	no rank
21	1649240	Escherichia phage pro483	no rank
200	1673681	Gemycircularvirus C1c	no rank
9	1762023	Pan troglodytes verus polyomavirus 8	no rank
11	1891714	Betapolyomavirus	genus
6	1891758	Betapolyomavirus secuchlopygerythrus	species
9	1891762	Betapolyomavirus hominis	species
1	1891767	Betapolyomavirus macacae	species
19	1912759	Equus caballus papillomavirus 8	serotype
1	1941236	Gemykibivirus	genus
304	2004486	Bovine associated gemykibivirus 1	no rank
3	2049933	Pomona bat hepatitis B virus	no rank
1	2050037	Long-fingered bat hepatitis B virus	no rank
303	2057942	Pleurochrysis carterae circular virus	species
12	2163996	Capuchin monkey hepatitis B virus	no rank
1	2557875	Tai Forest hepadnavirus	species
104	2576222	Bat gemycircularvirus	no rank
1	2584398	Plant associated genomovirus 4	no rank
18	2681594	Escherichia phage P2	no rank
38	2786389	ssRNA phage SRR5466337_3	no rank
74	2786405	ssRNA phage SRR5466369_2	no rank
2	2844218	Peduovirus P22H4	species
2	2844222	Peduovirus P24E6b	species
1	2844543	Gemyduguivirus macra1	species
103	2844583	Gemykibivirus humas3	species
7	2939039	Salmonella phage STYP1	no rank
1	3050297	Roseolovirus humanbeta6b	species
45181	32604	Human betaherpesvirus 6B	no rank
1	373373	Rice stripe necrosis virus	no rank
17	46771	Simian virus 12	species
226200	511145	Escherichia coli str. K-12 substr. MG1655	no rank
7	562	Escherichia coli	species
6	68416	Woolly monkey hepatitis B virus	no rank
61	72197	Human erythrovirus V9	species
1	947842	Cronobacter phage ESSI-2	no rank
7565	9606	Homo sapiens	species
