1	1	root	no rank
27	2	Bacteria	domain
1	2759	Eukaryota	domain
1	8182	Pomoxis nigromaculatus	species
1	9020	Pternistis afer	species
1	10732	Streptomyces phage R4	no rank
186	25716	NA	NA
116	25719	NA	NA
60	28793	Notropis	genus
22	38545	Gymnogongrus crenulatus	species
2289	40575	Clostridium grantii	species
20865	40576	Xenorhabdus bovienii	species
141	40637	Epidinium	genus
33	40645	Aleuritopteris duclouxii	species
2	55186	Trillium grandiflorum	species
4	76208	Luehdorfia japonica	species
182	76240	Tryonia	genus
17	76241	Tryonia brevissima	species
1	77130	Drosophila tsukubaensis	species
3	131567	cellular organisms	cellular root
