82.570	10798	Human parvovirus B19	no rank
84.284	32604	Human betaherpesvirus 6B	no rank
29.778	511145	Escherichia coli str. K-12 substr. MG1655	no rank
83.773	10255	Variola virus	no rank
82.730	10632	JC polyomavirus	no rank
83.935	10298	Human alphaherpesvirus 1	no rank
8.220	68416	Woolly monkey hepatitis B virus	no rank
82.719	10407	Hepatitis B virus	no rank
21.346	72197	Human erythrovirus V9	species
6.149	46771	Simian virus 12	species
92.281	9606	Homo sapiens	species
7.289	1891758	Betapolyomavirus secuchlopygerythrus	species
6.864	1286214	Yellow baboon polyomavirus 2	no rank
6.437	1762023	Pan troglodytes verus polyomavirus 8	no rank
10.236	2163996	Capuchin monkey hepatitis B virus	no rank
