236476	0
186704	10255
143825	10298
3	10406
3210	10407
4877	10632
12	10679
5552	10798
42	10868
20	1236395
57	1236400
37	1286214
4	1379695
36	140410
2	1508710
2	1508711
3	1552409
44	1588764
548	1634488
76	1649240
555	1673681
4	1685756
52	1762023
25	1891714
38	1891758
16	1891762
3	1891767
56	1912759
4	1941236
1	1945560
818	2004486
19	2004966
1	2035845
9	2049933
2	2050037
916	2057942
1	2058093
1	2107574
48	2163996
1	2303487
7	2557875
444	2576222
6	2582937
5	2584398
43	2681594
5	2681630
5	2695850
15	2736202
124	2786389
246	2786405
1	2793719
5	2816848
23	2844218
12	2844222
4	2844543
273	2844583
5	2861008
15	2939039
9	2992578
3	3050297
1	3052762
158155	32604
35	46771
776094	511145
32	562
31	68416
268	72197
1	76052
1	859651
1	889813
5	947842
5	947843
30170	9606
