236476	0	NA	NA
186704	10255	Variola virus	no rank
143825	10298	Human alphaherpesvirus 1	no rank
3	10406	Ground squirrel hepatitis virus	no rank
3210	10407	Hepatitis B virus	no rank
4877	10632	JC polyomavirus	no rank
12	10679	Peduovirus P2	species
5552	10798	Human parvovirus B19	no rank
42	10868	Escherichia phage If1	no rank
20	1236395	Betapolyomavirus cercopitheci	species
57	1236400	Pan troglodytes troglodytes polyomavirus 1	species
37	1286214	Yellow baboon polyomavirus 2	no rank
4	1379695	Circoviridae 2 LDMD-2013	species
36	140410	Peduovirus	genus
2	1508710	Roundleaf bat hepatitis B virus	no rank
2	1508711	Horseshoe bat hepatitis B virus	no rank
3	1552409	Sea otter polyomavirus 1	species
44	1588764	Gemycircularvirus SL1	no rank
548	1634488	Mongoose feces-associated gemycircularvirus c	no rank
76	1649240	Escherichia phage pro483	no rank
555	1673681	Gemycircularvirus C1c	no rank
4	1685756	Lake Sarah-associated circular virus-29	species
52	1762023	Pan troglodytes verus polyomavirus 8	no rank
25	1891714	Betapolyomavirus	genus
38	1891758	Betapolyomavirus secuchlopygerythrus	species
16	1891762	Betapolyomavirus hominis	species
3	1891767	Betapolyomavirus macacae	species
56	1912759	Equus caballus papillomavirus 8	serotype
4	1941236	Gemykibivirus	genus
1	1945560	Alphamesonivirus karangense	species
818	2004486	Bovine associated gemykibivirus 1	no rank
19	2004966	Rhinolophus associated gemykibivirus 2	no rank
1	2035845	Chimpanzee polyomavirus Bob	no rank
9	2049933	Pomona bat hepatitis B virus	no rank
2	2050037	Long-fingered bat hepatitis B virus	no rank
916	2057942	Pleurochrysis carterae circular virus	species
1	2058093	Red clover varicosavirus	species
1	2107574	Domestic cat hepadnavirus	no rank
48	2163996	Capuchin monkey hepatitis B virus	no rank
1	2303487	Abras virus	no rank
7	2557875	Tai Forest hepadnavirus	species
444	2576222	Bat gemycircularvirus	no rank
6	2582937	Capybara genomovirus 10	no rank
5	2584398	Plant associated genomovirus 4	no rank
43	2681594	Escherichia phage P2	no rank
5	2681630	Escherichia phage 186	no rank
5	2695850	Escherichia phage ESSI2_ev015	no rank
15	2736202	Yersinia phage vB_YpM_50	no rank
124	2786389	ssRNA phage SRR5466337_3	no rank
246	2786405	ssRNA phage SRR5466369_2	no rank
1	2793719	Agave tequilana virus 1	no rank
5	2816848	Bangali torovirus	no rank
23	2844218	Peduovirus P22H4	species
12	2844222	Peduovirus P24E6b	species
4	2844543	Gemyduguivirus macra1	species
273	2844583	Gemykibivirus humas3	species
5	2861008	Salmonella phage BIS20	no rank
15	2939039	Salmonella phage STYP1	no rank
9	2992578	Yersinia phage L-413C	no rank
3	3050297	Roseolovirus humanbeta6b	species
1	3052762	Tenuivirus oryzabrevis	species
158155	32604	Human betaherpesvirus 6B	no rank
35	46771	Simian virus 12	species
776094	511145	Escherichia coli str. K-12 substr. MG1655	no rank
32	562	Escherichia coli	species
31	68416	Woolly monkey hepatitis B virus	no rank
268	72197	Human erythrovirus V9	species
1	76052	Watermelon bud necrosis virus	no rank
1	859651	Rosellinia necatrix partitivirus 2	no rank
1	889813	Colobus guereza papillomavirus 2	serotype
5	947842	Cronobacter phage ESSI-2	no rank
5	947843	Erwinia phage ENT90	no rank
30170	9606	Homo sapiens	species
