1	1	root	no rank
28	2	Bacteria	domain
1	2759	Eukaryota	domain
1	9020	Pternistis afer	species
3	10732	Streptomyces phage R4	no rank
208	25716	NA	NA
114	25719	NA	NA
1	27631	Tomopeas	genus
70	28793	Notropis	genus
19	38545	Gymnogongrus crenulatus	species
1	40380	Aspergillus ochraceus	species
2360	40575	Clostridium grantii	species
22138	40576	Xenorhabdus bovienii	species
186	40637	Epidinium	genus
29	40645	Aleuritopteris duclouxii	species
1	76208	Luehdorfia japonica	species
211	76240	Tryonia	genus
17	76241	Tryonia brevissima	species
2	131567	cellular organisms	cellular root
