562	Escherichia coli	species
9606	Homo sapiens	species
10679	Peduovirus P2	species
72197	Human erythrovirus V9	species
227940	Peduovirus L413C	species
1236400	Pan troglodytes troglodytes polyomavirus 1	species
1891763	Betapolyomavirus secuhominis	species
1977411	Infulavirus If1	species
2006158	Betapolyomavirus octipanos	species
2057942	Pleurochrysis carterae circular virus	species
2560459	Peduovirus pro483	species
2844222	Peduovirus P24E6b	species
2844258	Peduovirus magyaro	species
2844652	Gihfavirus pelohabitans	species
2845070	Kinglevirus lutadaptatum	species
2956280	Peduovirus YPM50	species
3050292	Simplexvirus humanalpha1	species
3050297	Roseolovirus humanbeta6b	species
3052189	Erythroparvovirus primate1	species
3431302	Orthohepadnavirus hominoidei	species
3431303	Orthohepadnavirus lagothricis	species
3431460	Orthohepadnavirus pomi	species
3431462	Orthohepadnavirus sapaji	species
3431487	Orthopoxvirus variola	species
