65	1	root	no rank
2299	9606	Homo sapiens	species
2	10239	Viruses	acellular root
10633	10255	Variola virus	no rank
3591	10298	Human alphaherpesvirus 1	no rank
1	10404	Hepadnaviridae	family
7	10405	Orthohepadnavirus	genus
158	10407	Hepatitis B virus	no rank
231	10632	JC polyomavirus	no rank
254	10798	Human parvovirus B19	no rank
7215	32604	Human betaherpesvirus 6B	no rank
7	40121	Erythroparvovirus	genus
1	70564	Hawaiian green turtle herpesvirus	no rank
2	72197	Human erythrovirus V9	species
1	77048	Methanobacterium phage psiM2	no rank
1	243563	Strawberry necrotic shock virus	no rank
69357	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	519497	Southern rice black-streaked dwarf virus	no rank
1	1235654	Propionibacterium phage PHL112N00	no rank
1	1330070	Melegrivirus A	no rank
1	1608063	Sanxia water strider virus 4	no rank
1	1758883	Imjin River virus 1	no rank
6	1891714	Betapolyomavirus	genus
1	1922590	Beihai picorna-like virus 46	species
2	1922898	Hubei insect virus 2	species
1	1923088	Hubei picorna-like virus 1	species
1	1983570	Apis flavivirus	species
2	2004966	Rhinolophus associated gemykibivirus 2	no rank
1	2294149	Passiflora edulis symptomless virus	no rank
1	2559111	Mona Grita virus	no rank
1	2559112	Pena Blanca virus	no rank
1	2597808	Terrapene box turtle adintovirus	no rank
1	2689325	Atrato Chu-like virus 5	no rank
2	2731360	Heunggongvirae	kingdom
1	2732257	Auricularia heimuer negative-stranded RNA virus 1	no rank
1	2847805	hymenopteran rhabdo-related virus 24	no rank
1	2912606	Artemisia capillaris nucleorhabdovirus 1	no rank
