1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
40121	Erythroparvovirus	genus
70564	Hawaiian green turtle herpesvirus	no rank
72197	Human erythrovirus V9	species
77048	Methanobacterium phage psiM2	no rank
243563	Strawberry necrotic shock virus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
519497	Southern rice black-streaked dwarf virus	no rank
1235654	Propionibacterium phage PHL112N00	no rank
1330070	Melegrivirus A	no rank
1608063	Sanxia water strider virus 4	no rank
1758883	Imjin River virus 1	no rank
1891714	Betapolyomavirus	genus
1922590	Beihai picorna-like virus 46	species
1922898	Hubei insect virus 2	species
1923088	Hubei picorna-like virus 1	species
1983570	Apis flavivirus	species
2004966	Rhinolophus associated gemykibivirus 2	no rank
2294149	Passiflora edulis symptomless virus	no rank
2559111	Mona Grita virus	no rank
2559112	Pena Blanca virus	no rank
2597808	Terrapene box turtle adintovirus	no rank
2689325	Atrato Chu-like virus 5	no rank
2731360	Heunggongvirae	kingdom
2732257	Auricularia heimuer negative-stranded RNA virus 1	no rank
2847805	hymenopteran rhabdo-related virus 24	no rank
2912606	Artemisia capillaris nucleorhabdovirus 1	no rank
