9231	0
52033	10255
42531	10298
1	10406
894	10407
1403	10632
1	10679
1535	10798
11	10868
7	1236395
15	1236400
10	1286214
1	1379695
8	140410
1	1588764
201	1634488
13	1649240
200	1673681
3	1685756
13	1762023
6	1891714
10	1891758
5	1891762
20	1912759
1	1941236
292	2004486
3	2049933
293	2057942
1	2107574
13	2163996
1	2557875
95	2576222
1	2584398
13	2681594
1	2758131
27	2786389
63	2786405
1	2816848
2	2844218
2	2844222
1	2844543
92	2844583
2	2939039
44972	32604
10	46771
226156	511145
8	562
8	68416
71	72197
1	947843
7553	9606
