562	Escherichia coli	species
9606	Homo sapiens	species
72197	Human erythrovirus V9	species
1236400	Pan troglodytes troglodytes polyomavirus 1	species
1891763	Betapolyomavirus secuhominis	species
2057942	Pleurochrysis carterae circular virus	species
2844652	Gihfavirus pelohabitans	species
3050292	Simplexvirus humanalpha1	species
3050297	Roseolovirus humanbeta6b	species
3052189	Erythroparvovirus primate1	species
3431302	Orthohepadnavirus hominoidei	species
3431460	Orthohepadnavirus pomi	species
3431462	Orthohepadnavirus sapaji	species
3431487	Orthopoxvirus variola	species
