74140	562	Escherichia coli	species
1894	9606	Homo sapiens	species
8	10679	Peduovirus P2	species
37	72197	Human erythrovirus V9	species
5	1236400	Pan troglodytes troglodytes polyomavirus 1	species
395	1891763	Betapolyomavirus secuhominis	species
5	1977411	Infulavirus If1	species
8	2006158	Betapolyomavirus octipanos	species
19	2057942	Pleurochrysis carterae circular virus	species
9	2560459	Peduovirus pro483	species
3	2844218	Peduovirus P22H4	species
4	2844222	Peduovirus P24E6b	species
10	2844258	Peduovirus magyaro	species
30	2844652	Gihfavirus pelohabitans	species
5	2845070	Kinglevirus lutadaptatum	species
2	2956280	Peduovirus YPM50	species
16676	3050292	Simplexvirus humanalpha1	species
16781	3050297	Roseolovirus humanbeta6b	species
521	3052189	Erythroparvovirus primate1	species
276	3431302	Orthohepadnavirus hominoidei	species
3	3431303	Orthohepadnavirus lagothricis	species
4	3431460	Orthohepadnavirus pomi	species
5	3431462	Orthohepadnavirus sapaji	species
16509	3431487	Orthopoxvirus variola	species
