24676	0	NA	NA
23967	10255	Variola virus	no rank
18535	10298	Human alphaherpesvirus 1	no rank
422	10407	Hepatitis B virus	no rank
669	10632	JC polyomavirus	no rank
5	10679	Peduovirus P2	species
737	10798	Human parvovirus B19	no rank
5	10868	Escherichia phage If1	no rank
3	1236395	Betapolyomavirus cercopitheci	species
12	1236400	Pan troglodytes troglodytes polyomavirus 1	species
12	1286214	Yellow baboon polyomavirus 2	no rank
1	1379695	Circoviridae 2 LDMD-2013	species
5	140410	Peduovirus	genus
1	1508710	Roundleaf bat hepatitis B virus	no rank
1	1588764	Gemycircularvirus SL1	no rank
67	1634488	Mongoose feces-associated gemycircularvirus c	no rank
9	1649240	Escherichia phage pro483	no rank
69	1673681	Gemycircularvirus C1c	no rank
14	1762023	Pan troglodytes verus polyomavirus 8	no rank
6	1891714	Betapolyomavirus	genus
6	1891758	Betapolyomavirus secuchlopygerythrus	species
4	1891762	Betapolyomavirus hominis	species
11	1912759	Equus caballus papillomavirus 8	serotype
113	2004486	Bovine associated gemykibivirus 1	no rank
3	2004966	Rhinolophus associated gemykibivirus 2	no rank
122	2057942	Pleurochrysis carterae circular virus	species
7	2163996	Capuchin monkey hepatitis B virus	no rank
59	2576222	Bat gemycircularvirus	no rank
1	2582937	Capybara genomovirus 10	no rank
8	2681594	Escherichia phage P2	no rank
2	2736202	Yersinia phage vB_YpM_50	no rank
18	2786389	ssRNA phage SRR5466337_3	no rank
33	2786405	ssRNA phage SRR5466369_2	no rank
3	2844218	Peduovirus P22H4	species
4	2844222	Peduovirus P24E6b	species
46	2844583	Gemykibivirus humas3	species
3	2939039	Salmonella phage STYP1	no rank
1	2992578	Yersinia phage L-413C	no rank
20170	32604	Human betaherpesvirus 6B	no rank
8	46771	Simian virus 12	species
100185	511145	Escherichia coli str. K-12 substr. MG1655	no rank
4	562	Escherichia coli	species
1	68416	Woolly monkey hepatitis B virus	no rank
49	72197	Human erythrovirus V9	species
3781	9606	Homo sapiens	species
