307	0
225601	10255
189716	10298
5	10406
3796	10407
6007	10632
9	10679
6648	10798
53	10868
19	1236395
62	1236400
45	1286214
11	140410
7	1588764
497	1634488
58	1649240
495	1673681
57	1762023
33	1891714
36	1891758
23	1891762
1	1891767
1	1910928
44	1912759
2	1941236
1317352	1958907
525	2004486
6	2004966
7	2049933
636	2057942
5863	2108359
38	2163996
4	2557875
310	2576222
4	2582937
2	2584398
542	2607629
51	2681594
1	2681630
6126	2695847
20	2732591
12	2736202
32	2785995
89	2786389
228	2786405
15	2844218
6	2844222
21	2844583
1	2861008
18	2939039
1	2948703
7	2992578
2	3050297
1	3152486
195695	32604
41	46771
993291	511145
45	68416
291	72197
5	947842
1	947843
37709	9606
