1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10679	Peduovirus P2	species
10798	Human parvovirus B19	no rank
11263	murine pneumonia virus	no rank
11723	Simian immunodeficiency virus	no rank
12092	Hepatovirus A	no rank
12169	Potato virus S	no rank
12177	Clover yellow mosaic virus	no rank
12538	Lyssavirus mokola	species
28295	Porcine epidemic diarrhea virus	no rank
31741	Wheat streak mosaic virus	no rank
32604	Human betaherpesvirus 6B	no rank
33724	Nilaparvata lugens reovirus	no rank
35279	Meaban virus	no rank
35308	Anopheles B virus	no rank
35612	Vesicular exanthema of swine virus	no rank
37124	Chikungunya virus	no rank
37138	Galleria mellonella densovirus	no rank
40059	Palyam virus	no rank
40121	Erythroparvovirus	genus
45270	Tahyna virus	no rank
46771	Simian virus 12	species
53182	Feline foamy virus	no rank
60875	Mucambo virus	no rank
68416	Woolly monkey hepatitis B virus	no rank
71030	Chayote mosaic virus	no rank
72197	Human erythrovirus V9	species
77048	Methanobacterium phage psiM2	no rank
80942	Batai virus	no rank
111167	Bovine adenovirus 6	no rank
114430	Ovine adenovirus 7	no rank
119164	Polerovirus	genus
140410	Peduovirus	genus
151341	Polyomaviridae	family
159144	Utinga virus	no rank
162145	human metapneumovirus	no rank
167634	Grapevine rootstock stem lesion associated virus	no rank
178354	Taro bacilliform virus	no rank
185636	Mythimna loreyi densovirus	no rank
194540	Nairobi sheep disease virus	no rank
243563	Strawberry necrotic shock virus	no rank
247080	Ralstonia phage p12J	no rank
248496	Sulfolobus virus Kamchatka 1	no rank
284687	Alphachrysovirus cerasi	species
290008	Isfahan virus	no rank
338323	human papillomavirus 103	serotype
341721	Dinovernavirus aedis	species
373373	Rice stripe necrosis virus	no rank
380160	Obodhiang virus	no rank
380436	Kolongo virus	no rank
445435	Asparagus virus 3	no rank
458132	Slow bee paralysis virus	no rank
474454	Rose spring dwarf-associated virus	no rank
488317	Eggplant mottled dwarf virus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
629740	Rio Grande virus	no rank
642022	Lyssavirus Ozernoe	species
649890	Broad bean true mosaic virus	no rank
656190	Carrot yellow leaf virus	no rank
666145	Sida Brazil virus	species
666859	Butterbur mosaic virus	no rank
694006	Rousettus bat coronavirus HKU9	no rank
723802	Simian retrovirus 4	species
743035	Ageratum leaf curl Cameroon alphasatellite	species
756285	Tetraselmis viridis virus S1	no rank
759701	Bettongia penicillata papillomavirus 1	serotype
864694	Bimbo virus	no rank
908072	Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005]	no rank
977801	Enterococcus phage EF62phi	species
980895	Soybean vein necrosis virus	no rank
994485	Scophthalmus maximus reovirus	no rank
995049	Sweet potato vein clearing virus	no rank
1004889	Maldonado virus	no rank
1033976	Bean necrotic mosaic virus	no rank
1072333	Lygus lineolaris virus 1	no rank
1105380	Posavirus 1	species
1133557	Phytophthora infestans RNA virus 3	no rank
1159904	Night heron coronavirus HKU19	no rank
1159906	Sparrow coronavirus HKU17	species
1220025	Pokeweed mosaic virus	no rank
1221206	Soybean chlorotic spot virus	species
1235650	Propionibacterium phage PHL071N05	no rank
1235654	Propionibacterium phage PHL112N00	no rank
1236395	Betapolyomavirus cercopitheci	species
1241933	Rousettus bat coronavirus HKU10	no rank
1243178	Rubus canadensis virus 1	no rank
1285589	Bombyx mori bidensovirus	species
1380894	Farfantepenaeus duorarum circovirus	species
1381104	Leopards Hill virus	no rank
1394033	Butcherbird polyomavirus	no rank
1398507	Felis catus papillomavirus 4	serotype
1408144	Fikirini virus	no rank
1414671	Solenopsis invicta densovirus	no rank
1416349	Equine hepacivirus JPN3/JAPAN/2013	no rank
1457386	Hunter Island virus	no rank
