154671	0
194874	10255
153696	10298
2	10406
3163	10407
5247	10632
9	10679
5772	10798
43	10868
16	1236395
60	1236400
37	1286214
12	1379695
33	140410
1	1508710
1	1508712
2	1552409
28	1588764
591	1634488
59	1649240
596	1673681
6	1685756
48	1762023
1	1798085
28	1891714
37	1891758
22	1891762
54	1912759
5	1941236
1	1985415
944	2004486
19	2004966
7	2049933
1	2050037
995	2057942
1	2107574
48	2163996
1	2484217
2	2557875
458	2576222
4	2582937
8	2584398
1	2592223
61	2681594
10	2736202
107	2786389
246	2786405
1	2793719
4	2816848
17	2844218
7	2844222
4	2844543
355	2844583
1	2907836
11	2939039
4	2992578
1	3050297
168375	32604
4	3432790
37	46771
829152	511145
32	562
36	68416
261	72197
1	74581
2	859651
3	947842
30148	9606
