10427	562	Escherichia coli	species
256	9606	Homo sapiens	species
1	10679	Peduovirus P2	species
7	72197	Human erythrovirus V9	species
4	1236400	Pan troglodytes troglodytes polyomavirus 1	species
58	1891763	Betapolyomavirus secuhominis	species
2	1977411	Infulavirus If1	species
1	2057942	Pleurochrysis carterae circular virus	species
1	2844218	Peduovirus P22H4	species
3	2844652	Gihfavirus pelohabitans	species
2404	3050292	Simplexvirus humanalpha1	species
2220	3050297	Roseolovirus humanbeta6b	species
72	3052189	Erythroparvovirus primate1	species
45	3431302	Orthohepadnavirus hominoidei	species
2248	3431487	Orthopoxvirus variola	species
