9305	0	NA	NA
51745	10255	Variola virus	no rank
42565	10298	Human alphaherpesvirus 1	no rank
2	10406	Ground squirrel hepatitis virus	no rank
891	10407	Hepatitis B virus	no rank
1386	10632	JC polyomavirus	no rank
1	10679	Peduovirus P2	species
1598	10798	Human parvovirus B19	no rank
13	10868	Escherichia phage If1	no rank
3	1236395	Betapolyomavirus cercopitheci	species
11	1236400	Pan troglodytes troglodytes polyomavirus 1	species
5	1286214	Yellow baboon polyomavirus 2	no rank
8	140410	Peduovirus	genus
2	1588764	Gemycircularvirus SL1	no rank
195	1634488	Mongoose feces-associated gemycircularvirus c	no rank
15	1649240	Escherichia phage pro483	no rank
195	1673681	Gemycircularvirus C1c	no rank
5	1762023	Pan troglodytes verus polyomavirus 8	no rank
7	1891714	Betapolyomavirus	genus
6	1891758	Betapolyomavirus secuchlopygerythrus	species
5	1891762	Betapolyomavirus hominis	species
1	1910928	Genomoviridae	family
13	1912759	Equus caballus papillomavirus 8	serotype
1	1985415	Human associated gemyvongvirus 1	no rank
296	2004486	Bovine associated gemykibivirus 1	no rank
2	2049933	Pomona bat hepatitis B virus	no rank
296	2057942	Pleurochrysis carterae circular virus	species
16	2163996	Capuchin monkey hepatitis B virus	no rank
104	2576222	Bat gemycircularvirus	no rank
1	2584398	Plant associated genomovirus 4	no rank
13	2681594	Escherichia phage P2	no rank
2	2681630	Escherichia phage 186	no rank
2	2695850	Escherichia phage ESSI2_ev015	no rank
1	2736202	Yersinia phage vB_YpM_50	no rank
25	2786389	ssRNA phage SRR5466337_3	no rank
78	2786405	ssRNA phage SRR5466369_2	no rank
1	2816848	Bangali torovirus	no rank
1	2844218	Peduovirus P22H4	species
2	2844222	Peduovirus P24E6b	species
101	2844583	Gemykibivirus humas3	species
2	2861008	Salmonella phage BIS20	no rank
8	2939039	Salmonella phage STYP1	no rank
1	3152486	Tharbavirus	genus
1	3152934	Saothovirus	genus
45138	32604	Human betaherpesvirus 6B	no rank
10	46771	Simian virus 12	species
226130	511145	Escherichia coli str. K-12 substr. MG1655	no rank
8	562	Escherichia coli	species
12	68416	Woolly monkey hepatitis B virus	no rank
75	72197	Human erythrovirus V9	species
2	947843	Erwinia phage ENT90	no rank
7553	9606	Homo sapiens	species
