89.833	10798	Human parvovirus B19	no rank
88.268	32604	Human betaherpesvirus 6B	no rank
34.408	511145	Escherichia coli str. K-12 substr. MG1655	no rank
9.119	1891762	Betapolyomavirus hominis	species
87.499	10255	Variola virus	no rank
85.834	10632	JC polyomavirus	no rank
89.409	10298	Human alphaherpesvirus 1	no rank
13.495	68416	Woolly monkey hepatitis B virus	no rank
84.070	10407	Hepatitis B virus	no rank
30.766	72197	Human erythrovirus V9	species
94.366	9606	Homo sapiens	species
8.558	1891758	Betapolyomavirus secuchlopygerythrus	species
7.458	1236400	Pan troglodytes troglodytes polyomavirus 1	species
9.770	1762023	Pan troglodytes verus polyomavirus 8	no rank
18.352	2163996	Capuchin monkey hepatitis B virus	no rank
