75510	562	Escherichia coli	species
1972	9606	Homo sapiens	species
1	10679	Peduovirus P2	species
54	72197	Human erythrovirus V9	species
9	1236400	Pan troglodytes troglodytes polyomavirus 1	species
405	1891763	Betapolyomavirus secuhominis	species
2	1977411	Infulavirus If1	species
5	2006158	Betapolyomavirus octipanos	species
22	2057942	Pleurochrysis carterae circular virus	species
7	2560459	Peduovirus pro483	species
6	2844218	Peduovirus P22H4	species
1	2844222	Peduovirus P24E6b	species
8	2844258	Peduovirus magyaro	species
30	2844652	Gihfavirus pelohabitans	species
7	2845070	Kinglevirus lutadaptatum	species
1	2939038	Peduovirus STYP1	species
3	2956280	Peduovirus YPM50	species
16890	3050292	Simplexvirus humanalpha1	species
17109	3050297	Roseolovirus humanbeta6b	species
566	3052189	Erythroparvovirus primate1	species
272	3431302	Orthohepadnavirus hominoidei	species
6	3431303	Orthohepadnavirus lagothricis	species
5	3431460	Orthohepadnavirus pomi	species
4	3431462	Orthohepadnavirus sapaji	species
1	3431467	Orthohepadnavirus tabernarii	species
16771	3431487	Orthopoxvirus variola	species
