55260	562	Escherichia coli	species
1274	9606	Homo sapiens	species
1	10679	Peduovirus P2	species
3	72197	Human erythrovirus V9	species
2	227940	Peduovirus L413C	species
1	1236400	Pan troglodytes troglodytes polyomavirus 1	species
49	1891763	Betapolyomavirus secuhominis	species
4	1977411	Infulavirus If1	species
107	2057942	Pleurochrysis carterae circular virus	species
8	2560459	Peduovirus pro483	species
2	2844222	Peduovirus P24E6b	species
7	2844258	Peduovirus magyaro	species
22	2844652	Gihfavirus pelohabitans	species
12	2845070	Kinglevirus lutadaptatum	species
1	2939038	Peduovirus STYP1	species
950	3050292	Simplexvirus humanalpha1	species
2526	3050297	Roseolovirus humanbeta6b	species
63	3052189	Erythroparvovirus primate1	species
28	3431302	Orthohepadnavirus hominoidei	species
3227	3431487	Orthopoxvirus variola	species
