90815	1	root	no rank
1147	9606	Homo sapiens	species
278041	10239	Viruses	acellular root
87325	10255	Variola virus	no rank
59861	10298	Human alphaherpesvirus 1	no rank
9	10404	Hepadnaviridae	family
70	10405	Orthohepadnavirus	genus
1	10406	Ground squirrel hepatitis virus	no rank
1399	10407	Hepatitis B virus	no rank
2071	10632	JC polyomavirus	no rank
1	10680	Enterobacteria phage P4	species
2341	10798	Human parvovirus B19	no rank
1	10830	Tobacco yellow dwarf virus	no rank
1	10843	Escherichia phage G4	no rank
1	11723	Simian immunodeficiency virus	no rank
1	12742	Infectious flacherie virus	no rank
71998	32604	Human betaherpesvirus 6B	no rank
1	35320	Turlock virus	no rank
1	39681	Asparagus virus 2	no rank
1	40004	Tyuleniy virus	no rank
1	40051	Bluetongue virus	no rank
204	40121	Erythroparvovirus	genus
1	46771	Simian virus 12	species
1	47000	Equine rhinitis A virus	no rank
1	55216	Tomato yellow vein streak virus	no rank
2	60875	Mucambo virus	no rank
4	68416	Woolly monkey hepatitis B virus	no rank
5	72197	Human erythrovirus V9	species
1	76052	Watermelon bud necrosis virus	no rank
1	92395	Black queen cell virus	no rank
1	94290	Sugarcane yellow leaf virus	no rank
28	151341	Polyomaviridae	family
1	183585	Peach mosaic virus	no rank
1	290028	Human coronavirus HKU1	no rank
1	292639	Thermoproteus tenax spherical virus 1	no rank
1	358764	Border disease virus	no rank
1	418827	Yambean mosaic virus	no rank
27485	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	519497	Southern rice black-streaked dwarf virus	no rank
1	565537	human papillomavirus 108	serotype
1	590403	Red clover vein mosaic virus	no rank
1	622438	Duck astrovirus C-NGB	no rank
1	673515	Mosquito flavivirus	no rank
1	764599	Coastal Plains virus	no rank
1	908072	Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005]	no rank
1	909297	Synechococcus phage S-CBS1	species
1	1027947	Macrobrachium rosenbergii Taihu virus	species
1	1236395	Betapolyomavirus cercopitheci	species
1	1398507	Felis catus papillomavirus 4	serotype
2	1408129	Mesocricetus auratus papillomavirus 1	serotype
1	1432857	Formica exsecta virus 2	species
1	1440170	Madariaga virus	no rank
1	1534545	avisivirus B1	no rank
1	1569061	Blackcurrant waikavirus A	no rank
1	1587907	Streptococcus phage M102AD	species
1	1623305	Skunavirus	genus
1	1649240	Escherichia phage pro483	no rank
1	1766557	Gallivirus Pf-CHK1/GV	species
1	1795998	Pacific flying fox faeces associated gemycircularvirus-6	no rank
1	1862825	Gemycircularvirus HV-GcV2	no rank
44	1891714	Betapolyomavirus	genus
2	1891767	Betapolyomavirus macacae	species
1	1891770	Betapolyomavirus secumuris	species
1	1922627	Beihai picorna-like virus 8	species
1	1922671	Beihai shrimp virus 5	species
1	1922868	Hubei dimarhabdovirus virus 3	species
2	1922901	Hubei leech virus 3	species
1	1922991	Hubei odonate virus 10	no rank
1	1923017	Hubei partiti-like virus 11	species
1	1923147	Hubei picorna-like virus 64	species
1	1923366	Sanxia picorna-like virus 1	species
1	1923474	Shuangao sobemo-like virus 1	species
1	1923566	Wenzhou hepe-like virus 1	species
1	1923601	Wenzhou picorna-like virus 17	species
1	1923632	Wenzhou picorna-like virus 45	species
1	1923719	Wuhan insect virus 15	no rank
1	1923759	Wuhan spirurian nematodes virus 1	species
1	1937817	Spinach cryptic virus 1	species
21364	1958907	Staphylococcus phage Andhra	no rank
1	1960887	Jasmine virus H	no rank
5	2004966	Rhinolophus associated gemykibivirus 2	no rank
1	2011087	Stenotrophomonas phage PSH1	no rank
1	2023949	Bacillus phage Juan	no rank
1	2050019	Shrew coronavirus	species
1	2050037	Long-fingered bat hepatitis B virus	no rank
1	2056884	Cacao swollen shoot Ghana N virus	no rank
1	2077303	Leptonychotes weddellii papillomavirus 2	species
1	2079603	New Kent County virus	no rank
1	2086643	Entoleuca hypovirus 1	no rank
702	2108359	Staphylococcus phage CSA13	no rank
23	2116197	fipivirus F1	no rank
1	2163996	Capuchin monkey hepatitis B virus	no rank
1	2170057	Estero Real virus	no rank
1	2170106	Camel associated porprismacovirus 2	no rank
1	2294149	Passiflora edulis symptomless virus	no rank
2	2304647	Beiji nairovirus	no rank
1	2490817	Sclerotium rolfsii hypovirus 7	no rank
1	2518374	alfalfa-associated nucleorhabdovirus	no rank
1	2546620	Enterococcus phage vB_EfaP_Ef7.4	no rank
2	2555551	Pepper mild mosaic virus	no rank
1	2560318	avian paramyxovirus 8	no rank
1	2582871	Tortoise genomovirus 10	no rank
3	2582937	Capybara genomovirus 10	no rank
1	2587540	Coniothyrium diplodiella chrysovirus 1	no rank
1	2590572	Persimmon waikavirus	no rank
1	2602116	Niukluk phantom virus	no rank
1	2604334	Avian chapparvovirus	species
160	2607629	Physalis rugose mosaic virus	no rank
1	2613793	Avian metaavulavirus 21	species
2	2652327	Jeremy Point nyavirus	no rank
1	2681624	Lactococcus phage c2	no rank
1	2689325	Atrato Chu-like virus 5	no rank
1	2716753	Taiyi bat virus	no rank
920	2731360	Heunggongvirae	kingdom
29	2732588	Rakietenvirinae	subfamily
1	2735938	Botrytis cinerea negative-stranded RNA virus 3	no rank
1	2735944	Botrytis cinerea ourmia-like virus 10	no rank
1	2736661	Hippeastrum chlorotic spot virus	no rank
1	2769516	Euproctis pseudoconspersa bunyavirus	no rank
1	2778520	Picoa juniperi yado-kari virus 1	no rank
1	2785990	ssRNA phage AVE018	no rank
1	2785995	ssRNA phage ESE005	no rank
1	2786219	ssRNA phage Gerhypos.1_36	no rank
1	2786353	ssRNA phage Gerhypos.4_5	no rank
1	2786389	ssRNA phage SRR5466337_3	no rank
1	2786460	ssRNA phage SRR5467091_10	no rank
1	2786463	ssRNA phage SRR5467091_13	no rank
1	2786498	ssRNA phage SRR6255733_2	no rank
1	2786537	ssRNA phage SRR6960540_1	no rank
1	2786597	ssRNA phage SRR6960799_39	no rank
1	2786774	ssRNA phage Zoerhiza.1_31	no rank
1	2788946	Aphis citricidus meson-like virus	no rank
2	2811341	Ruloma virus	no rank
1	2814367	Grapevine-associated mononega-like virus 3	no rank
1	2847805	hymenopteran rhabdo-related virus 24	no rank
1	2847814	Kitale virus	no rank
1	2848909	Anisopteromalus calandrae negative-strand RNA virus 1	no rank
1	2870378	mischivirus A1	no rank
1	2914486	Avonheates virus SG_4_10	no rank
1	2992578	Yersinia phage L-413C	no rank
1	3044707	Duonihilunusvirus	genus
1	3052496	Orthohantavirus sangassouense	species
1	3070172	Lokiarchaeia virus VerdaV4	no rank
1	3070199	Bitu virus	no rank
1	3071215	paper mulberry mosaic associated virus	no rank
