263	1
13846	9606
5	10239
64239	10255
21570	10298
23	10405
1	10406
816	10407
1300	10632
1459	10798
1	12178
1	31657
42740	32604
1	39046
54	40121
3	46771
9	72197
1	140410
4	151341
1	309181
409628	511145
1	537009
1	573199
1	659660
1	694001
1	992212
1	1112597
2	1236395
1	1272961
1	1394033
2	1457386
1	1500816
1	1679933
1	1715288
1	1762023
36	1891714
1	1891762
1	1922678
1	1923307
1	1923496
2	1982278
6	2004966
1	2065047
4	2163996
1	2164061
2	2559587
1	2653750
1	2681381
1	2681594
2	2686528
1	2731360
1	2766563
2	2786389
1	2793742
1	2795181
1	2936613
1	3070172
1	3070833
