1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
35316	Nyando virus	no rank
40121	Erythroparvovirus	genus
72197	Human erythrovirus V9	species
137758	Cassava brown streak virus	no rank
175814	Cestrum yellow leaf curling virus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
1159906	Sparrow coronavirus HKU17	species
1729670	Maize-associated totivirus 1	no rank
1891714	Betapolyomavirus	genus
2731360	Heunggongvirae	kingdom
3052448	Orthobunyavirus teteense	species
