16	0	NA	NA
1533	10255	Variola virus	no rank
264	10298	Human alphaherpesvirus 1	no rank
13	10407	Hepatitis B virus	no rank
23	10632	JC polyomavirus	no rank
34	10798	Human parvovirus B19	no rank
1	10868	Escherichia phage If1	no rank
1	140410	Peduovirus	genus
4	1634488	Mongoose feces-associated gemycircularvirus c	no rank
1	1649240	Escherichia phage pro483	no rank
4	1673681	Gemycircularvirus C1c	no rank
1	1941236	Gemykibivirus	genus
51590	1958907	Staphylococcus phage Andhra	no rank
5	2004486	Bovine associated gemykibivirus 1	no rank
3	2057942	Pleurochrysis carterae circular virus	species
1349	2108359	Staphylococcus phage CSA13	no rank
17	2607629	Physalis rugose mosaic virus	no rank
4	2681594	Escherichia phage P2	no rank
606	2695847	Escherichia phage ESSI2_ev239	no rank
1	2732591	Andhravirus andhra	species
1	2736202	Yersinia phage vB_YpM_50	no rank
5	2785995	ssRNA phage ESE005	no rank
10	2786405	ssRNA phage SRR5466369_2	no rank
1	2844218	Peduovirus P22H4	species
1	2844222	Peduovirus P24E6b	species
1	3050297	Roseolovirus humanbeta6b	species
896	32604	Human betaherpesvirus 6B	no rank
38050	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	72197	Human erythrovirus V9	species
1261	9606	Homo sapiens	species
