1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10679	Peduovirus P2	species
10798	Human parvovirus B19	no rank
12142	Artichoke mottled crinkle virus	no rank
32604	Human betaherpesvirus 6B	no rank
37124	Chikungunya virus	no rank
38170	Avian orthoreovirus	no rank
40121	Erythroparvovirus	genus
42475	Rice ragged stunt virus	no rank
60875	Mucambo virus	no rank
68416	Woolly monkey hepatitis B virus	no rank
72197	Human erythrovirus V9	species
80937	Northway virus	no rank
80942	Batai virus	no rank
151341	Polyomaviridae	family
183585	Peach mosaic virus	no rank
201490	Equine encephalosis virus	no rank
223769	Grapevine Anatolian ringspot virus	no rank
244590	Sulfolobus spindle-shaped virus 2	no rank
302070	Begomovirus-associated DNA-III	species
442712	M'Poko virus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
537009	Stygiolobus rod-shaped virus	no rank
685443	Eel virus European X	no rank
759701	Bettongia penicillata papillomavirus 1	serotype
766791	Mink coronavirus strain WD1127	no rank
995049	Sweet potato vein clearing virus	no rank
1004889	Maldonado virus	no rank
1041929	Cavally virus	no rank
1206313	Enterobacteria phage C-1 INW-2012	no rank
1220025	Pokeweed mosaic virus	no rank
1235650	Propionibacterium phage PHL071N05	no rank
1380894	Farfantepenaeus duorarum circovirus	species
1476584	Currant latent virus	no rank
1508711	Horseshoe bat hepatitis B virus	no rank
1608087	Tacheng Tick Virus 5	no rank
1654339	Sclerotinia sclerotiorum botybirnavirus 1	no rank
1655012	Propionibacterium phage Attacne	no rank
1737586	Free State vervet virus	no rank
1827005	Tunisian small ruminant pestivirus	no rank
1891714	Betapolyomavirus	genus
1920748	NL63-related bat coronavirus	no rank
1922590	Beihai picorna-like virus 46	species
1922614	Beihai picorna-like virus 68	species
1922627	Beihai picorna-like virus 8	species
1922645	Beihai razor shell virus 1	species
1922722	Beihai tombus-like virus 19	species
1922741	Beihai weivirus-like virus 12	species
1922901	Hubei leech virus 3	species
1922933	Hubei myriapoda virus 4	species
1923120	Hubei picorna-like virus 4	species
1923533	Wenling picorna-like virus 5	species
1954184	Rainbow trout orthomyxovirus-1	no rank
1958907	Staphylococcus phage Andhra	no rank
1986479	Bemisia-associated genomovirus NfO	no rank
2004966	Rhinolophus associated gemykibivirus 2	no rank
2006072	Antarctic penguin virus A	no rank
2056384	Varroa destructor virus 2	no rank
2108359	Staphylococcus phage CSA13	no rank
2116197	fipivirus F1	no rank
2163996	Capuchin monkey hepatitis B virus	no rank
2175605	Clostridium phage CPS2	no rank
2303487	Abras virus	no rank
2487100	Yerba mate chlorosis-associated virus	no rank
2555551	Pepper mild mosaic virus	no rank
2582937	Capybara genomovirus 10	no rank
2607629	Physalis rugose mosaic virus	no rank
2664236	Malus domestica virus A	no rank
2713208	Sorghum almum marafivirus	no rank
2715094	Smacoviridae sp.	species
2731360	Heunggongvirae	kingdom
2732588	Rakietenvirinae	subfamily
2737068	Erysiphe necator associated negative-stranded RNA virus 23	no rank
2786132	ssRNA phage Gephyllon.1_6	no rank
2786314	ssRNA phage Gerhypos.4_14	no rank
2786389	ssRNA phage SRR5466337_3	no rank
2786528	ssRNA phage SRR6960509_17	no rank
2786599	ssRNA phage SRR6960799_40	no rank
2813288	Bacopa monnieri virus 2	no rank
2816848	Bangali torovirus	no rank
2838134	Clivia yellow stripe virus	no rank
2847266	rohelivirus A1	no rank
3044707	Duonihilunusvirus	genus
3052326	Mammarenavirus ryukyuense	species
3052476	Orthohantavirus delgaditoense	species
3052503	Orthohantavirus tulaense	species
3070833	Dhati Welel virus	no rank
3070917	Frankliniella intonsa rhabdovirus 1	no rank
