4007	562	Escherichia coli	species
87	9606	Homo sapiens	species
1	72197	Human erythrovirus V9	species
1	227940	Peduovirus L413C	species
15	1891763	Betapolyomavirus secuhominis	species
1	2057942	Pleurochrysis carterae circular virus	species
1	2844652	Gihfavirus pelohabitans	species
1	2939038	Peduovirus STYP1	species
911	3050292	Simplexvirus humanalpha1	species
929	3050297	Roseolovirus humanbeta6b	species
31	3052189	Erythroparvovirus primate1	species
13	3431302	Orthohepadnavirus hominoidei	species
879	3431487	Orthopoxvirus variola	species
