1	root	no rank
9606	Homo sapiens	species
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
40121	Erythroparvovirus	genus
72197	Human erythrovirus V9	species
511145	Escherichia coli str. K-12 substr. MG1655	no rank
2491018	Air potato virus 1	no rank
3052448	Orthobunyavirus teteense	species
