1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10407	Hepatitis B virus	no rank
10514	Canine adenovirus 2	no rank
10632	JC polyomavirus	no rank
10679	Peduovirus P2	species
10798	Human parvovirus B19	no rank
10868	Escherichia phage If1	no rank
11036	Venezuelan equine encephalitis virus	no rank
11070	dengue virus type 4	no rank
11152	Turkey coronavirus	no rank
12064	Enterovirus E	no rank
12169	Potato virus S	no rank
12558	Sesbania mosaic virus	no rank
28295	Porcine epidemic diarrhea virus	no rank
31741	Wheat streak mosaic virus	no rank
32604	Human betaherpesvirus 6B	no rank
35279	Meaban virus	no rank
37124	Chikungunya virus	no rank
39681	Asparagus virus 2	no rank
40061	Wallal virus	no rank
40121	Erythroparvovirus	genus
40640	Potato virus V	no rank
40666	Ryegrass mosaic virus	no rank
41763	Agropyron mosaic virus	no rank
46014	Plasmavirus L2	species
55216	Tomato yellow vein streak virus	no rank
58177	Leonurus mosaic virus	no rank
64320	Zika virus	no rank
68416	Woolly monkey hepatitis B virus	no rank
72197	Human erythrovirus V9	species
104637	Cardamom mosaic virus	no rank
140410	Peduovirus	genus
151341	Polyomaviridae	family
167634	Grapevine rootstock stem lesion associated virus	no rank
178354	Taro bacilliform virus	no rank
183585	Peach mosaic virus	no rank
185782	Aquareovirus ctenopharyngodontis	species
201490	Equine encephalosis virus	no rank
248053	Farallon virus	no rank
255255	Melon yellowing-associated virus	no rank
262897	Norovirus GIV	clade
273355	Anhembi virus	no rank
300188	Duck coronavirus	no rank
338106	Escherichia phage NC28	no rank
341053	Beilong virus	no rank
380160	Obodhiang virus	no rank
382685	Lactococcus phage Q54	no rank
488317	Eggplant mottled dwarf virus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
537009	Stygiolobus rod-shaped virus	no rank
590403	Red clover vein mosaic virus	no rank
656190	Carrot yellow leaf virus	no rank
706525	Phocoena phocoena papillomavirus 1	serotype
742916	Cyclovirus PK5034	no rank
743558	uncultured phage MedDCM-OCT-S05-C243	no rank
759701	Bettongia penicillata papillomavirus 1	serotype
764599	Coastal Plains virus	no rank
997078	Tomato leaf curl Comoros virus	no rank
1048434	Rose yellow mosaic virus	no rank
1072517	Blue squill virus A	no rank
1104917	Crocuta crocuta papillomavirus 1	serotype
1131485	Artibeus jamaicensis parvovirus 1	no rank
1159906	Sparrow coronavirus HKU17	species
1159908	Wigeon coronavirus HKU20	no rank
1163709	Vulpes vulpes papillomavirus 1	serotype
1204161	Tyulek (Tjuloc) virus	no rank
1220025	Pokeweed mosaic virus	no rank
1221206	Soybean chlorotic spot virus	species
1229790	Propionibacterium phage P100_A	no rank
1235650	Propionibacterium phage PHL071N05	no rank
1236395	Betapolyomavirus cercopitheci	species
1239574	Mamastrovirus 10	no rank
1249677	Heterobasidion partitivirus 8	no rank
1273713	Acinetobacter phage AB3	no rank
1379788	Boiling Springs Lake RNA-DNA hybrid virus	species
1381104	Leopards Hill virus	no rank
1387984	Ophiostoma mitovirus 7	no rank
1394033	Butcherbird polyomavirus	no rank
1398507	Felis catus papillomavirus 4	serotype
1400526	Donkey orchid symptomless virus	no rank
1408144	Fikirini virus	no rank
1416631	Marine RNA virus SF-2	no rank
1419327	Marine RNA virus SF-3	no rank
1427476	Cimodo virus	species
1457386	Hunter Island virus	no rank
1485922	Beauveria bassiana victorivirus NZL/1980	no rank
1503289	BtMr-AlphaCoV/SAX2011	no rank
1503293	BtRf-AlphaCoV/YN2012	species
1508710	Roundleaf bat hepatitis B virus	no rank
1508711	Horseshoe bat hepatitis B virus	no rank
1519399	Sewage-associated gemycircularvirus 4	no rank
1527523	Macrophomina phaseolina tobamo-like virus	species
1529392	Caprine parainfluenza virus 3	no rank
1534545	avisivirus B1	no rank
