316	1
14158	9606
11	10239
23822	10255
2964	10298
6	10405
218	10407
380	10632
1	10679
401	10798
1	11795
12413	32604
1	35305
1	37138
1	37733
7	40121
2	46771
1	55987
1	68416
1	70564
1	72197
1	91613
1	104580
1	131567
1	133789
4	151341
1	159138
1	167634
1	168135
1	218923
1	273358
1	273360
1	303317
1	327387
1	498356
414475	511145
1	656190
1	694001
1	742916
1	913970
1	980895
1	994995
1	1073961
1	1158189
1	1204161
1	1235654
1	1236395
1	1239574
1	1323525
1	1427159
1	1453408
1	1498188
1	1508710
1	1508711
1	1590650
1	1608049
1	1608063
2	1623305
1	1655015
1	1732175
1	1788434
1	1855510
1	1883104
12	1891714
1	1891762
1	1891767
1	1907787
1	1911438
1	1922379
1	1922627
1	1922797
1	1922901
2	1922925
1	1923118
1	1923448
1	1923778
1	1930508
1	1959843
2	1982251
1	1983541
1	1983570
1	1993907
5	2004966
1	2022475
1	2049933
1	2056884
1	2107574
3	2108359
1	2163996
1	2169621
1	2170211
1	2294149
1	2303160
2	2304034
1	2315807
1	2382121
1	2480172
2	2487100
2	2492658
1	2507576
1	2559587
1	2582937
1	2603436
1	2664941
2	2681594
1	2686512
1	2689325
1	2695850
1	2716764
1	2731360
1	2732827
1	2778520
1	2786033
1	2786492
1	2793719
1	2793739
1	2843704
1	2847092
1	2847814
1	2848909
2	2946167
1	3052503
2	3052762
1	3070833
1	3070917
1	3094845
2	3121209
