287718	0
285728	10255
221861	10298
18	10406
4756	10407
7542	10632
13	10679
8518	10798
49	10868
42	1236395
99	1236400
1	1255765
70	1286214
14	1379695
51	140410
14	1508710
7	1508711
10	1552409
52	1588764
1	1592095
1	1634381
7	1634488
87	1649240
1	1654740
5	1673681
9	1685756
60	1762023
2	1788448
63	1891714
68	1891758
46	1891762
4	1891767
105	1912759
1	1923706
1027	1941236
1	1985415
293	2004486
55	2004966
2	2014586
22	2049933
5	2050037
1404	2057942
10	2058093
116	2163996
7	2303487
13	2557875
413	2576222
11	2582937
11	2584398
83	2681594
8	2681630
8	2695850
8	2736202
173	2786389
362	2786405
6	2793719
6	2816848
18	2844218
14	2844222
461	2844543
290	2844583
8	2861008
23	2939039
3	2992578
1025	3050297
241538	32604
1	3432790
1	452475
89	46771
1201378	511145
49	562
79	68416
519	72197
4	859651
2	889813
3	947842
8	947843
44837	9606
