39.543	10798	Human parvovirus B19	no rank
40.509	32604	Human betaherpesvirus 6B	no rank
9.251	511145	Escherichia coli str. K-12 substr. MG1655	no rank
38.186	10255	Variola virus	no rank
38.595	10632	JC polyomavirus	no rank
41.455	10298	Human alphaherpesvirus 1	no rank
3.318	68416	Woolly monkey hepatitis B virus	no rank
30.958	10407	Hepatitis B virus	no rank
7.436	72197	Human erythrovirus V9	species
55.942	9606	Homo sapiens	species
3.428	650121	Heterocapsa circularisquama DNA virus 01	species
3.857	2163996	Capuchin monkey hepatitis B virus	no rank
3.248	273356	Iaco virus	no rank
3.544	650121	Heterocapsa circularisquama DNA virus 01	species
3.283	650121	Heterocapsa circularisquama DNA virus 01	species
