63	0
246594	10255
227092	10298
5	10406
4266	10407
6651	10632
17	10679
7750	10798
64	10868
16	1236395
64	1236400
40	1286214
18	140410
2	1508710
1	1508711
560	1634488
56	1649240
555	1673681
48	1762023
39	1891714
35	1891758
20	1891762
60	1912759
1167846	1958907
579	2004486
9	2049933
731	2057942
1258	2108359
50	2163996
8	2557875
310	2576222
3	2584398
141	2607629
59	2681594
1800	2695847
17	2732591
12	2736202
7	2785995
97	2786389
259	2786405
2	2816848
16	2844218
13	2844222
16	2844583
17	2939039
3	2992578
219466	32604
47	46771
1139654	511145
3	562
43	68416
366	72197
3	947842
37650	9606
