36664	0
207088	10255
170273	10298
6	10406
3576	10407
5690	10632
5	10679
6209	10798
51	10868
19	1236395
65	1236400
40	1286214
2	1379695
38	140410
1	1508710
1	1552409
6	1588764
756	1634488
74	1649240
751	1673681
2	1685756
51	1762023
32	1891714
31	1891758
20	1891762
75	1912759
1	1941236
2	1985415
1095	2004486
1	2004966
15	2049933
1094	2057942
56	2163996
2	2557875
358	2576222
6	2584398
60	2681594
4	2681630
3	2695850
6	2736202
151	2786389
272	2786405
1	2793719
1	2816848
13	2844218
9	2844222
1	2844543
344	2844583
4	2861008
15	2939039
3	2992578
180801	32604
44	46771
904776	511145
37	562
40	68416
293	72197
1	859651
2	947842
3	947843
30153	9606
