10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
10255	Variola virus	no rank
10632	JC polyomavirus	no rank
12450	Saccharomyces cerevisiae killer virus M1	species
10298	Human alphaherpesvirus 1	no rank
10407	Hepatitis B virus	no rank
9606	Homo sapiens	species
650121	Heterocapsa circularisquama DNA virus 01	species
273355	Anhembi virus	no rank
273356	Iaco virus	no rank
1138490	Cachoeira Porteira virus	no rank
650121	Heterocapsa circularisquama DNA virus 01	species
650121	Heterocapsa circularisquama DNA virus 01	species
