278	1
13932	9606
8	10239
105720	10255
57986	10298
1	10404
70	10405
3	10406
1648	10407
2379	10632
1	10679
2782	10798
81132	32604
1	39046
140	40121
4	46771
6	68416
14	72197
1	80937
1	92444
1	140410
15	151341
407975	511145
2	537009
1	947842
1	1238455
1	1323525
1	1394033
1	1457386
1	1508710
2	1590650
4	1679933
2	1874593
39	1891714
2	1891758
3	1891762
1	1922639
1	1923496
1	1923673
1	2032989
2	2163996
1	2219092
1	2294149
2	2559587
1	2681594
1	2778520
1	2802554
1	2847806
1	2946167
1	2992578
1	3052448
1	3052503
1	3070833
