25515	1	root	no rank
247	9606	Homo sapiens	species
75790	10239	Viruses	acellular root
7606	10255	Variola virus	no rank
1593	10298	Human alphaherpesvirus 1	no rank
3	10405	Orthohepadnavirus	genus
77	10407	Hepatitis B virus	no rank
124	10632	JC polyomavirus	no rank
150	10798	Human parvovirus B19	no rank
1	12169	Potato virus S	no rank
4548	32604	Human betaherpesvirus 6B	no rank
5	40121	Erythroparvovirus	genus
3	72197	Human erythrovirus V9	species
1	92444	Acute bee paralysis virus	no rank
1	120499	Salem virus	no rank
1	129956	Murine mastadenovirus A	no rank
4	151341	Polyomaviridae	family
1	175814	Cestrum yellow leaf curling virus	no rank
1	186769	Cryphonectria parasitica mitovirus 1-NB631	no rank
1	204269	Great Island virus	no rank
1	205899	Cypovirus 5	no rank
8052	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	673515	Mosquito flavivirus	no rank
1	947842	Cronobacter phage ESSI-2	no rank
1	1157339	Alphaspiravirus yamagawaense	species
1	1204161	Tyulek (Tjuloc) virus	no rank
1	1608093	Wenzhou Crab Virus 3	no rank
1	1849535	Fusarium poae victorivirus 1	no rank
1	1867943	Wolkberg virus	no rank
4	1891714	Betapolyomavirus	genus
1	1897538	Common bean-associated gemycircularvirus	species
1	1917412	Picornaviridae sp. rodent/Ee/PicoV/NX2015	no rank
1	1922784	Changjiang picorna-like virus 11	species
1	1922898	Hubei insect virus 2	species
1	1923219	Hubei sobemo-like virus 32	species
1	1923268	Hubei tombus-like virus 21	species
1	1955197	Biratnagar virus	species
6510	1958907	Staphylococcus phage Andhra	no rank
1	1964806	Coronavirus AcCoV-JC34	species
4	2004966	Rhinolophus associated gemykibivirus 2	no rank
262	2108359	Staphylococcus phage CSA13	no rank
8	2116197	fipivirus F1	no rank
1	2169905	Dragonfly associated alphasatellite	no rank
1	2358294	Peach chlorotic leaf spot virus	no rank
1	2492658	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	no rank
1	2582937	Capybara genomovirus 10	no rank
47	2607629	Physalis rugose mosaic virus	no rank
1	2664941	Ocimum mosaic virus	no rank
58	2731360	Heunggongvirae	kingdom
13	2732588	Rakietenvirinae	subfamily
1	2748254	Okola virus	no rank
1	2840185	Tapajos virus	no rank
1	2842609	Claudivirus	genus
1	2842616	Copernicusvirus	genus
1	2870356	pemapivirus A1	no rank
1	2929252	Dipodfec virus UA04Rod_5913	no rank
1	3052511	Orthonairovirus chimense	species
1	3052633	Phasivirus wutaiense	species
