54.690	10798	Human parvovirus B19	no rank
62.512	32604	Human betaherpesvirus 6B	no rank
16.181	511145	Escherichia coli str. K-12 substr. MG1655	no rank
3.958	1891762	Betapolyomavirus hominis	species
59.405	10255	Variola virus	no rank
59.169	10632	JC polyomavirus	no rank
61.921	10298	Human alphaherpesvirus 1	no rank
7.722	68416	Woolly monkey hepatitis B virus	no rank
57.165	10407	Hepatitis B virus	no rank
10.152	72197	Human erythrovirus V9	species
3.711	46771	Simian virus 12	species
77.955	9606	Homo sapiens	species
3.877	1286214	Yellow baboon polyomavirus 2	no rank
3.827	1762023	Pan troglodytes verus polyomavirus 8	no rank
7.044	2163996	Capuchin monkey hepatitis B virus	no rank
