10083	1	root	no rank
107	9606	Homo sapiens	species
30475	10239	Viruses	acellular root
9390	10255	Variola virus	no rank
6804	10298	Human alphaherpesvirus 1	no rank
5	10405	Orthohepadnavirus	genus
150	10407	Hepatitis B virus	no rank
179	10632	JC polyomavirus	no rank
244	10798	Human parvovirus B19	no rank
1	10843	Escherichia phage G4	no rank
7832	32604	Human betaherpesvirus 6B	no rank
18	40121	Erythroparvovirus	genus
3	72197	Human erythrovirus V9	species
3	151341	Polyomaviridae	family
1	167634	Grapevine rootstock stem lesion associated virus	no rank
3191	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	1027869	Switchgrass mosaic virus	species
1	1072517	Blue squill virus A	no rank
1	1755753	Penicillium aurantiogriseum foetidus-like virus	no rank
9	1891714	Betapolyomavirus	genus
1	1922538	Beihai picorna-like virus 11	species
2112	1958907	Staphylococcus phage Andhra	no rank
56	2108359	Staphylococcus phage CSA13	no rank
1	2170106	Camel associated porprismacovirus 2	no rank
20	2607629	Physalis rugose mosaic virus	no rank
88	2731360	Heunggongvirae	kingdom
4	2732588	Rakietenvirinae	subfamily
