9063	562	Escherichia coli	species
215	9606	Homo sapiens	species
1	10679	Peduovirus P2	species
5	72197	Human erythrovirus V9	species
60	1891763	Betapolyomavirus secuhominis	species
2	2006158	Betapolyomavirus octipanos	species
1	2057942	Pleurochrysis carterae circular virus	species
1	2560459	Peduovirus pro483	species
1	2844258	Peduovirus magyaro	species
6	2844652	Gihfavirus pelohabitans	species
2025	3050292	Simplexvirus humanalpha1	species
2054	3050297	Roseolovirus humanbeta6b	species
78	3052189	Erythroparvovirus primate1	species
32	3431302	Orthohepadnavirus hominoidei	species
1	3431303	Orthohepadnavirus lagothricis	species
2012	3431487	Orthopoxvirus variola	species
