357000	0	NA	NA
280516	10255	Variola virus	no rank
214234	10298	Human alphaherpesvirus 1	no rank
7	10406	Ground squirrel hepatitis virus	no rank
4547	10407	Hepatitis B virus	no rank
1	10617	Human papillomavirus 4	serotype
7522	10632	JC polyomavirus	no rank
15	10679	Peduovirus P2	species
8058	10798	Human parvovirus B19	no rank
56	10868	Escherichia phage If1	no rank
21	1236395	Betapolyomavirus cercopitheci	species
84	1236400	Pan troglodytes troglodytes polyomavirus 1	species
42	1286214	Yellow baboon polyomavirus 2	no rank
6	1379695	Circoviridae 2 LDMD-2013	species
41	140410	Peduovirus	genus
1	1508712	Tent-making bat hepatitis B virus	no rank
1	1552409	Sea otter polyomavirus 1	species
51	1588764	Gemycircularvirus SL1	no rank
1	1590836	Maprik virus	no rank
1	159140	Buttonwillow virus	no rank
795	1634488	Mongoose feces-associated gemycircularvirus c	no rank
93	1649240	Escherichia phage pro483	no rank
796	1673681	Gemycircularvirus C1c	no rank
10	1685756	Lake Sarah-associated circular virus-29	species
2	1685767	Lake Sarah-associated circular virus-39	no rank
58	1762023	Pan troglodytes verus polyomavirus 8	no rank
1	1871631	Rhizoctonia solani flexivirus 1	species
47	1891714	Betapolyomavirus	genus
48	1891758	Betapolyomavirus secuchlopygerythrus	species
26	1891762	Betapolyomavirus hominis	species
2	1891767	Betapolyomavirus macacae	species
98	1912759	Equus caballus papillomavirus 8	serotype
1	1923160	Hubei picorna-like virus 76	species
5	1941236	Gemykibivirus	genus
1	1945560	Alphamesonivirus karangense	species
1197	2004486	Bovine associated gemykibivirus 1	no rank
24	2004966	Rhinolophus associated gemykibivirus 2	no rank
1	2035845	Chimpanzee polyomavirus Bob	no rank
6	2049933	Pomona bat hepatitis B virus	no rank
2	2050037	Long-fingered bat hepatitis B virus	no rank
1371	2057942	Pleurochrysis carterae circular virus	species
1	2058093	Red clover varicosavirus	species
2	2107574	Domestic cat hepadnavirus	no rank
77	2163996	Capuchin monkey hepatitis B virus	no rank
1	2175117	Rhynchobatus djiddensis adomavirus 1	species
9	2557875	Tai Forest hepadnavirus	species
679	2576222	Bat gemycircularvirus	no rank
3	2582937	Capybara genomovirus 10	no rank
6	2584398	Plant associated genomovirus 4	no rank
81	2681594	Escherichia phage P2	no rank
3	2681630	Escherichia phage 186	no rank
2	2695850	Escherichia phage ESSI2_ev015	no rank
1	2716350	Escherichia phage 503458	no rank
11	2736202	Yersinia phage vB_YpM_50	no rank
1	2748204	Benfica virus	no rank
169	2786389	ssRNA phage SRR5466337_3	no rank
338	2786405	ssRNA phage SRR5466369_2	no rank
4	2793719	Agave tequilana virus 1	no rank
5	2816848	Bangali torovirus	no rank
28	2844218	Peduovirus P22H4	species
16	2844222	Peduovirus P24E6b	species
5	2844543	Gemyduguivirus macra1	species
404	2844583	Gemykibivirus humas3	species
3	2861008	Salmonella phage BIS20	no rank
26	2939039	Salmonella phage STYP1	no rank
5	2992578	Yersinia phage L-413C	no rank
1	3052762	Tenuivirus oryzabrevis	species
238141	32604	Human betaherpesvirus 6B	no rank
1	3432790	Tharbavirus aelin	species
1	452475	Squirrel monkey polyomavirus	no rank
58	46771	Simian virus 12	species
1162439	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	54289	Vicia cryptic virus	no rank
38	562	Escherichia coli	species
1	629735	Itaporanga virus	no rank
49	68416	Woolly monkey hepatitis B virus	no rank
357	72197	Human erythrovirus V9	species
3	947842	Cronobacter phage ESSI-2	no rank
2	947843	Erwinia phage ENT90	no rank
45244	9606	Homo sapiens	species
