0	NA	NA
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
10868	Escherichia phage If1	no rank
1236400	Pan troglodytes troglodytes polyomavirus 1	species
140410	Peduovirus	genus
1634488	Mongoose feces-associated gemycircularvirus c	no rank
1649240	Escherichia phage pro483	no rank
1673681	Gemycircularvirus C1c	no rank
1762023	Pan troglodytes verus polyomavirus 8	no rank
1891714	Betapolyomavirus	genus
1912759	Equus caballus papillomavirus 8	serotype
1958907	Staphylococcus phage Andhra	no rank
2004486	Bovine associated gemykibivirus 1	no rank
2057942	Pleurochrysis carterae circular virus	species
2108359	Staphylococcus phage CSA13	no rank
2163996	Capuchin monkey hepatitis B virus	no rank
2576222	Bat gemycircularvirus	no rank
2607629	Physalis rugose mosaic virus	no rank
2681594	Escherichia phage P2	no rank
2785995	ssRNA phage ESE005	no rank
2786389	ssRNA phage SRR5466337_3	no rank
2786405	ssRNA phage SRR5466369_2	no rank
2844583	Gemykibivirus humas3	species
32604	Human betaherpesvirus 6B	no rank
46771	Simian virus 12	species
511145	Escherichia coli str. K-12 substr. MG1655	no rank
562	Escherichia coli	species
72197	Human erythrovirus V9	species
9606	Homo sapiens	species
