25573	1	root	no rank
256	9606	Homo sapiens	species
75829	10239	Viruses	acellular root
16045	10255	Variola virus	no rank
7956	10298	Human alphaherpesvirus 1	no rank
3	10404	Hepadnaviridae	family
14	10405	Orthohepadnavirus	genus
248	10407	Hepatitis B virus	no rank
360	10632	JC polyomavirus	no rank
370	10798	Human parvovirus B19	no rank
12217	32604	Human betaherpesvirus 6B	no rank
1	35279	Meaban virus	no rank
29	40121	Erythroparvovirus	genus
1	129141	Citrus leaf blotch virus	no rank
6	151341	Polyomaviridae	family
1	178354	Taro bacilliform virus	no rank
1	233051	Hibiscus latent Fort Pierce virus	no rank
1	307240	Bacillus phage GIL16c	no rank
1	411854	Homalodisca vitripennis reovirus	species
7850	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	590403	Red clover vein mosaic virus	no rank
1	629739	Nique virus	no rank
1	864692	Ouango virus	no rank
1	947842	Cronobacter phage ESSI-2	no rank
1	995049	Sweet potato vein clearing virus	no rank
1	1074213	Mouse kobuvirus M-5/USA/2010	species
1	1172196	Chicken calicivirus	no rank
1	1262522	Leuconostoc phage P793	no rank
1	1388882	Cangyuan orthoreovirus	no rank
1	1702121	Atractylodes mottle virus	no rank
1	1746065	Tacheng tick virus 8	species
1	1810946	Great Saltee virus	no rank
5	1891714	Betapolyomavirus	genus
1	1912759	Equus caballus papillomavirus 8	serotype
1	1922627	Beihai picorna-like virus 8	species
1	1923219	Hubei sobemo-like virus 32	species
1	1926633	Pteromalus puparum negative-strand RNA virus 1	no rank
5866	1958907	Staphylococcus phage Andhra	no rank
6	2004966	Rhinolophus associated gemykibivirus 2	no rank
1	2086642	Entoleuca gammaflexivirus 2	no rank
184	2108359	Staphylococcus phage CSA13	no rank
3	2116197	fipivirus F1	no rank
1	2116536	Chimay rhabdovirus	no rank
1	2303488	Zegla virus	no rank
3	2582937	Capybara genomovirus 10	no rank
60	2607629	Physalis rugose mosaic virus	no rank
1	2675235	Lactococcus phage 5171F	no rank
1	2695850	Escherichia phage ESSI2_ev015	no rank
1	2730618	Metallosphaera rod-shaped virus 1	no rank
153	2731360	Heunggongvirae	kingdom
12	2732588	Rakietenvirinae	subfamily
1	2755152	Parry's Creek phasivirus 1	no rank
1	2786279	ssRNA phage Gerhypos.2_7	no rank
1	2786675	ssRNA phage SRR7976310_13	no rank
1	2786774	ssRNA phage Zoerhiza.1_31	no rank
1	2912606	Artemisia capillaris nucleorhabdovirus 1	no rank
1	3044707	Duonihilunusvirus	genus
1	3052238	Hepacivirus rhabdomysis	species
