85.949	10798	Human parvovirus B19	no rank
86.892	32604	Human betaherpesvirus 6B	no rank
32.257	511145	Escherichia coli str. K-12 substr. MG1655	no rank
8.768	1891762	Betapolyomavirus hominis	species
86.102	10255	Variola virus	no rank
86.531	10632	JC polyomavirus	no rank
85.936	10298	Human alphaherpesvirus 1	no rank
15.568	68416	Woolly monkey hepatitis B virus	no rank
87.336	10407	Hepatitis B virus	no rank
26.843	72197	Human erythrovirus V9	species
94.201	9606	Homo sapiens	species
7.818	1891758	Betapolyomavirus secuchlopygerythrus	species
10.401	1236400	Pan troglodytes troglodytes polyomavirus 1	species
10.906	1762023	Pan troglodytes verus polyomavirus 8	no rank
20.698	2163996	Capuchin monkey hepatitis B virus	no rank
