119533	562	Escherichia coli	species
2769	9606	Homo sapiens	species
1	10679	Peduovirus P2	species
85	72197	Human erythrovirus V9	species
2	227940	Peduovirus L413C	species
14	1236400	Pan troglodytes troglodytes polyomavirus 1	species
660	1891763	Betapolyomavirus secuhominis	species
3	1977411	Infulavirus If1	species
12	2006158	Betapolyomavirus octipanos	species
29	2057942	Pleurochrysis carterae circular virus	species
20	2560459	Peduovirus pro483	species
6	2844218	Peduovirus P22H4	species
4	2844222	Peduovirus P24E6b	species
11	2844258	Peduovirus magyaro	species
56	2844652	Gihfavirus pelohabitans	species
16	2845070	Kinglevirus lutadaptatum	species
3	2956280	Peduovirus YPM50	species
28028	3050292	Simplexvirus humanalpha1	species
27097	3050297	Roseolovirus humanbeta6b	species
910	3052189	Erythroparvovirus primate1	species
426	3431302	Orthohepadnavirus hominoidei	species
10	3431303	Orthohepadnavirus lagothricis	species
2	3431460	Orthohepadnavirus pomi	species
13	3431462	Orthohepadnavirus sapaji	species
25815	3431487	Orthopoxvirus variola	species
