1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10405	Orthohepadnavirus	genus
10406	Ground squirrel hepatitis virus	no rank
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
40121	Erythroparvovirus	genus
46771	Simian virus 12	species
72197	Human erythrovirus V9	species
131567	cellular organisms	cellular root
511145	Escherichia coli str. K-12 substr. MG1655	no rank
1027947	Macrobrachium rosenbergii Taihu virus	species
1236395	Betapolyomavirus cercopitheci	species
1239574	Mamastrovirus 10	no rank
1508711	Horseshoe bat hepatitis B virus	no rank
1891714	Betapolyomavirus	genus
1922627	Beihai picorna-like virus 8	species
1923448	Shahe picorna-like virus 5	species
1923778	Zhejiang mosquito virus 1	species
2032989	Rosellinia necatrix hypovirus 1	no rank
2050037	Long-fingered bat hepatitis B virus	no rank
2056384	Varroa destructor virus 2	no rank
2108359	Staphylococcus phage CSA13	no rank
2303487	Abras virus	no rank
2599423	Rhizoctonia solani mitovirus 32	no rank
2653750	Microbacterium phage Kaijohn	no rank
2786715	ssRNA phage SRR7976325_27	no rank
2786772	ssRNA phage Zoerhiza.1_3	no rank
2795181	Songling virus	no rank
