45611	1
511	9606
138892	10239
43728	10255
29789	10298
4	10404
43	10405
702	10407
993	10632
1193	10798
1	11070
1	12169
36156	32604
1	35279
1	35316
1	35320
80	40121
1	40281
2	68416
2	72197
11	151341
1	194540
1	222557
1	464095
13623	511145
1	629740
1	666961
1	673515
1	764599
1	877240
1	937809
1	1035662
1	1159908
1	1176153
2	1236395
1	1435008
1	1476584
1	1485922
1	1497434
1	1508711
1	1541211
1	1566298
1	1590650
1	1592085
1	1640445
1	1655012
1	1676184
1	1734441
1	1743411
8	1891714
1	1922611
1	1922722
1	1922925
1	1923160
1	1923219
1	1923331
1	1923474
1	1923673
1	1930508
10714	1958907
1	1972564
1	1986506
1	2016461
346	2108359
16	2116197
1	2163996
1	2170057
1	2487100
1	2501272
1	2509395
1	2569586
2	2582937
1	2586420
1	2587225
78	2607629
1	2652327
1	2686528
1	2689325
477	2731360
1	2732257
16	2732588
1	2786004
1	2786033
1	2786112
1	2786389
1	2792565
1	2792566
1	2914024
