95.423	10798	Human parvovirus B19	no rank
95.840	32604	Human betaherpesvirus 6B	no rank
75.555	511145	Escherichia coli str. K-12 substr. MG1655	no rank
11.282	1891762	Betapolyomavirus hominis	species
95.981	10255	Variola virus	no rank
95.431	10632	JC polyomavirus	no rank
95.944	10298	Human alphaherpesvirus 1	no rank
22.577	68416	Woolly monkey hepatitis B virus	no rank
95.114	10407	Hepatitis B virus	no rank
46.509	72197	Human erythrovirus V9	species
95.873	9606	Homo sapiens	species
12.282	1891758	Betapolyomavirus secuchlopygerythrus	species
13.375	1236400	Pan troglodytes troglodytes polyomavirus 1	species
15.294	1762023	Pan troglodytes verus polyomavirus 8	no rank
29.307	2163996	Capuchin monkey hepatitis B virus	no rank
