10798	Human parvovirus B19	no rank
32604	Human betaherpesvirus 6B	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
10255	Variola virus	no rank
10632	JC polyomavirus	no rank
10298	Human alphaherpesvirus 1	no rank
10407	Hepatitis B virus	no rank
72197	Human erythrovirus V9	species
455649	Vespertiliovirus SkV1CR23x	species
9606	Homo sapiens	species
650121	Heterocapsa circularisquama DNA virus 01	species
2163996	Capuchin monkey hepatitis B virus	no rank
650121	Heterocapsa circularisquama DNA virus 01	species
650121	Heterocapsa circularisquama DNA virus 01	species
2873234	Arceuthobium sichuanense virus 1	species
