209	1	root	no rank
9518	9606	Homo sapiens	species
26	10239	Viruses	acellular root
71126	10255	Variola virus	no rank
39542	10298	Human alphaherpesvirus 1	no rank
39	10405	Orthohepadnavirus	genus
3	10406	Ground squirrel hepatitis virus	no rank
1177	10407	Hepatitis B virus	no rank
1672	10632	JC polyomavirus	no rank
1	10679	Peduovirus P2	species
1953	10798	Human parvovirus B19	no rank
1	12118	Foot-and-mouth disease virus O	no rank
1	12558	Sesbania mosaic virus	no rank
1	31657	Pestivirus sp.	species
1	31741	Wheat streak mosaic virus	no rank
54802	32604	Human betaherpesvirus 6B	no rank
1	37733	Prunus necrotic ringspot virus	no rank
1	40062	Warrego virus	no rank
87	40121	Erythroparvovirus	genus
1	40666	Ryegrass mosaic virus	no rank
1	42882	Cherry virus A	no rank
2	46771	Simian virus 12	species
1	68416	Woolly monkey hepatitis B virus	no rank
9	72197	Human erythrovirus V9	species
1	80939	Kairi virus	no rank
3	140410	Peduovirus	genus
7	151341	Polyomaviridae	family
1	235266	Captovirus AFV1	no rank
1	273355	Anhembi virus	no rank
1	325676	Nam Dinh virus	no rank
1	329639	Canine minute virus	no rank
1	333923	Human papillomavirus 5	serotype
1	358764	Border disease virus	no rank
2	494652	Porcine hokovirus	no rank
276454	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	593131	Pseudomonas phage phi2954	no rank
2	656190	Carrot yellow leaf virus	no rank
3	759701	Bettongia penicillata papillomavirus 1	serotype
1	877240	Pseudoalteromonas phage H105/1	species
1	908072	Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005]	no rank
1	947842	Cronobacter phage ESSI-2	no rank
1	1073961	California sea lion bocavirus 3	no rank
1	1112597	Bat Paramyxovirus Epo_spe/AR1/DRC/2009	no rank
1	1159906	Sparrow coronavirus HKU17	species
1	1231903	Eilat virus	no rank
3	1236395	Betapolyomavirus cercopitheci	species
1	1238455	Dak Nong virus	no rank
2	1284208	Fusarium graminearum hypovirus 1	no rank
1	1440170	Madariaga virus	no rank
1	1508710	Roundleaf bat hepatitis B virus	no rank
2	1508711	Horseshoe bat hepatitis B virus	no rank
1	1514896	Yerba mate endornavirus	no rank
1	1567404	Fako virus	species
1	1587515	Black grass varicosavirus-like virus	no rank
1	1608048	Huangpi Tick Virus 2	no rank
1	1608063	Sanxia water strider virus 4	no rank
1	1655012	Propionibacterium phage Attacne	no rank
1	1655015	Propionibacterium phage Lauchelly	no rank
3	1729670	Maize-associated totivirus 1	no rank
1	1755785	Pleospora typhicola fusarivirus 1	no rank
1	1758883	Imjin River virus 1	no rank
1	1837217	Goat torovirus	species
1	1848151	Fusarium poae mitovirus 2	no rank
21	1891714	Betapolyomavirus	genus
1	1891758	Betapolyomavirus secuchlopygerythrus	species
1	1923076	Hubei permutotetra-like virus 2	species
1	1923331	Hubei virga-like virus 16	species
1	1923343	Hubei yanvirus-like virus 1	species
2	1923496	Wenling hepe-like virus 4	species
1	1923615	Wenzhou picorna-like virus 3	species
1	1923673	Wenzhou tombus-like virus 3	species
1	1923744	Wuhan pillworm virus 1	species
2	1935922	Petunia chlorotic mottle virus	no rank
1	1982278	Pahexavirus PHL067M01	species
1	1986479	Bemisia-associated genomovirus NfO	no rank
1	1987146	Schmidvirus	genus
1	1993643	Malvastrum leaf curl deltasatellite	no rank
1	2032989	Rosellinia necatrix hypovirus 1	no rank
1	2049933	Pomona bat hepatitis B virus	no rank
1	2086643	Entoleuca hypovirus 1	no rank
3	2163996	Capuchin monkey hepatitis B virus	no rank
1	2492658	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	no rank
1	2546620	Enterococcus phage vB_EfaP_Ef7.4	no rank
1	2586420	Tylonycteris bat coronavirus HKU33	no rank
1	2587545	Coniothyrium diplodiella negative-stranded RNA virus 1	no rank
1	2689325	Atrato Chu-like virus 5	no rank
1	2695850	Escherichia phage ESSI2_ev015	no rank
1	2731360	Heunggongvirae	kingdom
1	2748244	Pacora virus	no rank
1	2769516	Euproctis pseudoconspersa bunyavirus	no rank
1	2786033	ssRNA phage Esthiorhiza.2_17	no rank
1	2786051	ssRNA phage Esthiorhiza.2_33	no rank
1	2786132	ssRNA phage Gephyllon.1_6	no rank
1	2786143	ssRNA phage Gephyllon.2_4	no rank
1	2786389	ssRNA phage SRR5466337_3	no rank
1	2802554	Green Sichuan pepper nucleorhabdovirus	species
1	2811341	Ruloma virus	no rank
1	2843704	Maldovirus mali	species
1	2914024	Yersinia phage vB_YenM_324	no rank
1	2946167	Peduoviridae	family
1	2948855	Paopuvirus	genus
1	2992578	Yersinia phage L-413C	no rank
2	3052503	Orthohantavirus tulaense	species
1	3052631	Phasivirus phasiense	species
1	3070833	Dhati Welel virus	no rank
1	3071215	paper mulberry mosaic associated virus	no rank
1	3240745	African eggplant mosaic virus	no rank
