209	1
9518	9606
26	10239
71126	10255
39542	10298
39	10405
3	10406
1177	10407
1672	10632
1	10679
1953	10798
1	12118
1	12558
1	31657
1	31741
54802	32604
1	37733
1	40062
87	40121
1	40666
1	42882
2	46771
1	68416
9	72197
1	80939
3	140410
7	151341
1	235266
1	273355
1	325676
1	329639
1	333923
1	358764
2	494652
276454	511145
1	593131
2	656190
3	759701
1	877240
1	908072
1	947842
1	1073961
1	1112597
1	1159906
1	1231903
3	1236395
1	1238455
2	1284208
1	1440170
1	1508710
2	1508711
1	1514896
1	1567404
1	1587515
1	1608048
1	1608063
1	1655012
1	1655015
3	1729670
1	1755785
1	1758883
1	1837217
1	1848151
21	1891714
1	1891758
1	1923076
1	1923331
1	1923343
2	1923496
1	1923615
1	1923673
1	1923744
2	1935922
1	1982278
1	1986479
1	1987146
1	1993643
1	2032989
1	2049933
1	2086643
3	2163996
1	2492658
1	2546620
1	2586420
1	2587545
1	2689325
1	2695850
1	2731360
1	2748244
1	2769516
1	2786033
1	2786051
1	2786132
1	2786143
1	2786389
1	2802554
1	2811341
1	2843704
1	2914024
1	2946167
1	2948855
1	2992578
2	3052503
1	3052631
1	3070833
1	3071215
1	3240745
