205160	1
2166	9606
605626	10239
88387	10255
28662	10298
4	10404
65	10405
1010	10407
1	10437
1761	10632
1	10641
1	10679
1938	10798
2	10814
1	10839
1	10868
1	11320
1	11855
2	12142
2	12169
1	12238
1	12558
2	12809
1	28295
1	31657
59921	32604
2	35279
1	37124
1	38170
1	40067
111	40121
1	40281
1	41763
1	46771
1	47000
2	55216
1	56879
1	63723
1	64894
4	68416
16	72197
1	73561
2	81931
1	100887
2	104580
1	126989
1	128710
2	140410
28	151341
1	158372
1	159138
1	159145
1	161736
1	173976
1	204987
1	205908
1	211044
2	221703
1	233051
1	243563
2	246280
1	248060
1	273358
1	318849
1	380433
1	400121
1	474454
1	488317
1	501328
63680	511145
1	556524
1	572288
1	593131
1	642022
1	687375
1	688699
1	694001
2	743543
1	759701
1	929831
1	941765
1	977801
1	994485
1	1004889
2	1034377
1	1070324
1	1074210
1	1136061
1	1159902
1	1161132
1	1163715
2	1211480
4	1220025
1	1221206
1	1235647
2	1236395
1	1236400
1	1239832
1	1241918
1	1249677
1	1261100
1	1272961
1	1273713
1	1295080
1	1307803
1	1309583
1	1381104
4	1400526
1	1416631
1	1419327
1	1440170
1	1476584
1	1476909
1	1498188
1	1513489
1	1519387
1	1538455
1	1569259
1	1587907
1	1592117
1	1608041
2	1608047
1	1608090
1	1608119
1	1618258
4	1623305
2	1636573
1	1649240
1	1654782
1	1676184
1	1678172
1	1678225
1	1679239
3	1679933
1	1714364
1	1728964
1	1746059
1	1746064
1	1746065
1	1746067
1	1762023
1	1819305
1	1827005
45	1891714
2	1891758
2	1891762
2	1891767
1	1891770
1	1917412
1	1922353
1	1922362
1	1922388
1	1922443
1	1922492
1	1922601
1	1922611
1	1922645
2	1922671
1	1922722
1	1922766
2	1922769
1	1922789
1	1922792
1	1922797
1	1922815
1	1922953
2	1923088
1	1923092
1	1923101
1	1923120
1	1923169
1	1923187
1	1923219
2	1923234
1	1923295
1	1923322
1	1923357
1	1923480
1	1923485
1	1923496
1	1923598
1	1923606
1	1923612
1	1923615
1	1923661
1	1923697
1	1923768
1	1923777
1	1930508
1	1935922
1	1955137
1	1956177
49330	1958907
1	1963260
1	1972684
1	1977074
1	1977141
1	1978536
1	1980633
1	1987146
24	2004966
1	2005044
1	2021721
1	2023716
1	2029672
1	2032989
1	2048879
1	2053026
1	2056884
1	2057198
1	2065047
2	2107574
1894	2108359
53	2116197
1	2116536
1	2126925
1	2163996
1	2164061
1	2169621
1	2170057
1	2170106
1	2170211
1	2171394
1	2200955
1	2202647
1	2304034
1	2316143
1	2485923
1	2492655
1	2497338
1	2499685
4	2501743
2	2546620
1	2557875
1	2569586
1	2576944
7	2582937
1	2592223
1	2593991
1	2600345
368	2607629
1	2652327
1	2681594
1	2684266
1	2689364
1	2695849
1	2695850
1	2697494
1	2713211
1	2713276
1	2720886
2	2724180
809	2731360
89	2732588
1	2735938
1	2735940
2	2746371
1	2748196
1	2748241
1	2760003
1	2766528
1	2768771
1	2777710
1	2779843
1	2785989
1	2786033
1	2786085
1	2786088
1	2786219
1	2786248
1	2786256
1	2786273
1	2786347
1	2786389
1	2786445
1	2786460
1	2786463
1	2786488
1	2786492
1	2786496
1	2786519
1	2786664
1	2786670
1	2786675
1	2786715
1	2786727
1	2786782
2	2788946
1	2792596
1	2793739
1	2798807
1	2809748
3	2811341
1	2818228
1	2824647
1	2836142
1	2838077
1	2838078
1	2840017
1	2843470
1	2847092
1	2847181
1	2847798
1	2847800
1	2847802
1	2847806
1	2847850
1	2850049
1	2879396
1	2891955
1	2905464
1	2908099
2	2924884
1	2928257
1	2929005
1	2929252
1	2946038
1	2948876
1	2956630
1	3044707
1	3052304
1	3052395
1	3052496
1	3052538
1	3052605
2	3052633
1	3070172
3	3070833
1	3070917
