1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10406	Ground squirrel hepatitis virus	no rank
10407	Hepatitis B virus	no rank
10571	Bovine papillomavirus	species
10616	human papillomavirus 49	serotype
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
10814	Begomovirus	genus
11292	Lyssavirus rabies	species
12118	Foot-and-mouth disease virus O	no rank
12169	Potato virus S	no rank
12615	Cherry leaf roll virus	no rank
31658	Cell fusing agent virus	species
32604	Human betaherpesvirus 6B	no rank
35269	Woodchuck hepatitis virus	no rank
35279	Meaban virus	no rank
35288	Grapevine virus A	no rank
35320	Turlock virus	no rank
35515	Melao virus	no rank
35612	Vesicular exanthema of swine virus	no rank
38837	Banzi virus	no rank
39046	Cassava common mosaic virus	no rank
40061	Wallal virus	no rank
40121	Erythroparvovirus	genus
40281	Cryphonectria hypovirus 1	no rank
40537	Epsilonpapillomavirus 1	species
46771	Simian virus 12	species
47000	Equine rhinitis A virus	no rank
52135	Tomato infectious chlorosis virus	no rank
55987	Isavirus salaris	species
60876	Pixuna virus	no rank
60877	Tonate virus	no rank
62352	Eyach virus	no rank
64309	Jugra virus	no rank
64320	Zika virus	no rank
67754	Tomato chlorosis virus	no rank
68416	Woolly monkey hepatitis B virus	no rank
72197	Human erythrovirus V9	species
80942	Batai virus	no rank
81931	Sweet potato chlorotic stunt virus	no rank
92444	Acute bee paralysis virus	no rank
101764	Carlavirus latensaconiti	species
103442	Triatoma virus	no rank
106962	Cryphonectria hypovirus 3	no rank
120499	Salem virus	no rank
140410	Peduovirus	genus
147711	Rhinovirus A	no rank
151341	Polyomaviridae	family
162145	human metapneumovirus	no rank
173824	Methanothermobacter phage psiM100	species
180822	Chronic bee paralysis virus	species
194540	Nairobi sheep disease virus	no rank
204987	Goose paramyxovirus SF02	species
218849	Kamiti River virus	species
221703	Simian foamy virus Pongo pygmaeus pygmaeus	no rank
222557	Macrobrachium rosenbergii nodavirus	species
223769	Grapevine Anatolian ringspot virus	no rank
228582	Cereal yellow dwarf virus RPS	no rank
241630	Mossman virus	no rank
246280	Liao ning virus	no rank
248058	Abu Hammad virus	no rank
248059	Abu Mina virus	no rank
248060	Bandia virus	no rank
262957	Piper yellow mottle virus	no rank
273345	Fort Sherman virus	no rank
290028	Human coronavirus HKU1	no rank
290314	Sapovirus C12	no rank
294369	Solenopsis invicta virus 1	no rank
300188	Duck coronavirus	no rank
307240	Bacillus phage GIL16c	no rank
335187	Streptocarpus flower break virus	no rank
338323	human papillomavirus 103	serotype
341053	Beilong virus	no rank
348009	Nepuyo virus	no rank
358764	Border disease virus	no rank
367121	Grapevine leafroll-associated virus 10	species
380160	Obodhiang virus	no rank
401518	Siegesbeckia yellow vein Guangxi virus satellite DNA beta	no rank
453050	Sweet potato virus 2	no rank
465447	American grass carp reovirus	no rank
488317	Eggplant mottled dwarf virus	no rank
494652	Porcine hokovirus	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
537009	Stygiolobus rod-shaped virus	no rank
572288	Bulbul coronavirus HKU11-934	no rank
590403	Red clover vein mosaic virus	no rank
642022	Lyssavirus Ozernoe	species
673515	Mosquito flavivirus	no rank
688699	sandfly fever Turkey virus	no rank
693996	Alphacoronavirus	genus
694001	Miniopterus bat coronavirus HKU8	no rank
698672	Moussa virus	no rank
743578	uncultured phage MedDCM-OCT-S08-C41	no rank
746543	Lyssavirus shimoni	species
759701	Bettongia penicillata papillomavirus 1	serotype
764599	Coastal Plains virus	no rank
862945	avian paramyxovirus 10	no rank
864696	Garba virus	no rank
889202	Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]	no rank
904699	Salehabad virus	no rank
909297	Synechococcus phage S-CBS1	species
