1	root	no rank
9606	Homo sapiens	species
10239	Viruses	acellular root
10255	Variola virus	no rank
10298	Human alphaherpesvirus 1	no rank
10404	Hepadnaviridae	family
10405	Orthohepadnavirus	genus
10406	Ground squirrel hepatitis virus	no rank
10407	Hepatitis B virus	no rank
10632	JC polyomavirus	no rank
10798	Human parvovirus B19	no rank
31657	Pestivirus sp.	species
32604	Human betaherpesvirus 6B	no rank
35279	Meaban virus	no rank
35308	Anopheles B virus	no rank
40121	Erythroparvovirus	genus
72197	Human erythrovirus V9	species
93838	Influenza A virus (A/goose/Guangdong/1/1996(H5N1))	no rank
140410	Peduovirus	genus
151341	Polyomaviridae	family
290028	Human coronavirus HKU1	no rank
511145	Escherichia coli str. K-12 substr. MG1655	no rank
947842	Cronobacter phage ESSI-2	no rank
1158190	Marco virus	no rank
1159907	White-eye coronavirus HKU16	no rank
1236395	Betapolyomavirus cercopitheci	species
1508711	Horseshoe bat hepatitis B virus	no rank
1608047	Huangpi Tick Virus 1	no rank
1608063	Sanxia water strider virus 4	no rank
1611837	Chinook salmon bafinivirus	no rank
1672384	Tavallinen suomalainen mies virus	no rank
1810944	Tunis virus	no rank
1891714	Betapolyomavirus	genus
1911438	Bradson virus	species
1922671	Beihai shrimp virus 5	species
1923331	Hubei virga-like virus 16	species
1923485	Wenling crustacean virus 2	species
1958907	Staphylococcus phage Andhra	no rank
1977141	Habenivirus	genus
2050037	Long-fingered bat hepatitis B virus	no rank
2108359	Staphylococcus phage CSA13	no rank
2116197	fipivirus F1	no rank
2163996	Capuchin monkey hepatitis B virus	no rank
2306079	Formica exsecta virus 4	no rank
2507578	Halorubrum pleomorphic virus 12	no rank
2582871	Tortoise genomovirus 10	no rank
2607629	Physalis rugose mosaic virus	no rank
2613793	Avian metaavulavirus 21	species
2675235	Lactococcus phage 5171F	no rank
2731360	Heunggongvirae	kingdom
2732588	Rakietenvirinae	subfamily
2786219	ssRNA phage Gerhypos.1_36	no rank
2786463	ssRNA phage SRR5467091_13	no rank
3118717	red goblin roach virus 1	no rank
