25816	1
276	9606
75797	10239
23322	10255
17075	10298
2	10404
20	10405
1	10406
362	10407
556	10632
638	10798
1	31657
19656	32604
1	35279
1	35308
46	40121
5	72197
1	93838
1	140410
10	151341
1	290028
7930	511145
1	947842
1	1158190
1	1159907
1	1236395
1	1508711
1	1608047
1	1608063
1	1611837
1	1672384
1	1810944
15	1891714
1	1911438
1	1922671
1	1923331
1	1923485
5141	1958907
1	1977141
1	2050037
181	2108359
7	2116197
1	2163996
1	2306079
1	2507578
1	2582871
42	2607629
1	2613793
1	2675235
239	2731360
8	2732588
1	2786219
1	2786463
1	3118717
