36936	0
207530	10255
170426	10298
2	10406
3488	10407
5751	10632
11	10679
6158	10798
38	10868
16	1236395
62	1236400
50	1286214
2	1379695
34	140410
1	1508710
1	1508711
4	1588764
702	1634488
71	1649240
698	1673681
1	1685756
53	1762023
1	1871631
30	1891714
33	1891758
23	1891762
86	1912759
3	1941236
2	1985415
1076	2004486
6	2004966
6	2049933
1085	2057942
1	2058093
58	2163996
1	2303487
5	2557875
405	2576222
7	2584398
48	2681594
4	2681630
4	2695850
6	2736202
144	2786389
265	2786405
3	2816848
16	2844218
8	2844222
3	2844543
377	2844583
4	2861008
21	2939039
5	2992578
2	3050297
179991	32604
1	338903
42	46771
904745	511145
34	562
32	68416
283	72197
1	889813
1	947842
6	947843
30166	9606
